Accomodation_Type,Any_Relationships,From_Dummy,Household_ID,Resident_Count,Ownership_Type,QID,Census_Address,Census_Address_Postcode,Census_Address_Country,Census_Address_Indicator,Resident_Count_verify,Other_Address_Count,Other_Address_Count_verify
1,,0,h14488781036250873,1,-9,q3987347616783514,"655 Sharon spring
North Mohamedmouth",G9W 7UZ,206,71062607333,1,14,14
3,,0,h86740579188402507,1,-9,q1633400284426780,"Studio 6
Lees spur
New Dawn",E3 8DL,838,502549676201,1,80,80
-9,,0,h23867718520270595,4,4,q7472549759265728,"352 Harriet forges
New Ruthbury",BT8 0AF,359,215815883573,4,73,73
7,,0,h88199814576345382,3,-9,q3658750093851492,"Studio 35o
Slater haven
Wellsmouth",LU2W 1QX,934,735700906763,3,27,27
-9,,0,h67623255195424797,1,-9,q6344614183806718,"07 Owen circle
Fletcherberg",S4 7ZT,660,486745107942,1,16,16
2,,0,h35327580103111201,2,2,q1545088708388861,"1 Hunt port
Port Shaunborough",SM3 9ZB,114,700760296417,2,34,34
-3,,0,h35504851091162249,2,-7,q8509360225852188,"Flat 4
Middleton pines
Williamstown",S4A 5EJ,749,653886648600,2,44,44
2,,0,h63283978028722117,2,2,q7311774891013996,"Flat 74t
Adams vista
East Clarestad",TF51 2RT,432,994820235806,2,37,37
7,,0,h98970705415411432,1,-9,q7575205551753113,"423 Gibson underpass
Gloverport",AB3R 1WU,322,3532461455,1,40,40
2,,0,h53297358557018103,5,4,q2782399714428986,"91 Barnes branch
Jeffreyfort",G00 1UX,120,378820531317,5,8,8
-7,,0,h43244829224433741,2,-9,q8696414568041276,"80 Turner mountain
Wilkinsonville",CM95 4HG,316,863621841954,2,55,55
5,,0,h80329388410046273,1,4,q4175569010573828,"58 Amelia cove
Williamsville",L6 1ES,224,511691725156,1,36,36
3,,0,h26177967750955538,2,4,q8087140231213087,"Studio 82P
Booth common
Julianville",S3 7BT,123,728600909771,2,78,78
4,,0,h76517548571064721,4,2,q9944147965716224,"711 Robinson path
West Brett",G3 2AW,701,291319942017,4,30,30
6,,0,h40616214966817898,2,2,q9661938893090508,"Studio 7
Glenn union
Whiteport",N43 6AF,313,33647897599,2,46,46
2,,0,h30753885940137664,2,1,q5610221462029028,"Studio 67Q
Wall harbor
Frederickfurt",M3D 0UN,145,80502511805,2,37,37
4,,0,h15472595286960833,5,1,q3712582766828108,"Studio 6
Singh rapid
West Hazelfort",GU1 6DH,790,978867398620,5,19,19
-3,,0,h34393434937981005,1,-7,q9237023705967307,"637 Martyn ports
Brownmouth",SK06 0TS,422,41085297530,1,55,55
-3,,0,h29383342913049700,4,1,q7315858582588283,"Flat 7
Walker ramp
Burgessport",L9E 4ZX,900,258028338971,4,30,30
1,,0,h72822199277231526,2,5,q8884614765468411,"Studio 46K
Brooks rapids
Grahammouth",LL1H 0LQ,961,335439965777,2,17,17
2,,0,h76124681513948013,4,-9,q4613328128881701,"Flat 51
Edwards walk
Wattsland",B6 1NY,298,130804471324,4,55,55
-9,,0,h55024038988876223,2,3,q8515515806463241,"517 Douglas park
New Janetchester",HR2B 3UU,813,376944212217,2,86,86
5,,0,h76700162380170364,1,-7,q1800515947042012,"Studio 1
Carl unions
Lawrencefort",S22 6HN,196,171489979449,1,0,0
6,,0,h23860583515973714,1,4,q7699543221005878,"Flat 1
Gibbs forks
South Samuelberg",WR3P 4XQ,480,145015034501,1,14,14
1,,0,h75503610159564991,1,-9,q4964563262563778,"579 Miller green
Singhton",KY1E 3TS,935,329614690245,1,13,13
4,,0,h83790077125439965,2,3,q2842747693771021,"Studio 5
Duncan expressway
West Cheryl",W6 8PZ,248,450123057208,2,44,44
-3,,0,h28994106083358051,1,2,q3853574910613459,"8 Jonathan road
New Alison",TN3E 9GJ,916,168414856852,1,89,89
7,,0,h24979453517445869,5,-9,q9138189677771898,"72 Sally motorway
Daviesborough",HS6 3ZH,828,960781494011,5,62,62
-9,,0,h17056953441057357,5,5,q2434834981070010,"Studio 76
Cole estates
East Julian",DE4V 7WE,939,826729102082,5,27,27
7,,0,h23598934489279764,1,5,q6073155571741372,"82 Savage turnpike
Port Hugh",N81 9QF,476,169843678888,1,60,60
2,,0,h64312102372995647,5,-9,q4703143225604943,"Flat 26c
Joshua fall
Denisemouth",G4A 0HW,335,314471484278,5,60,60
-3,,0,h69672093369785024,5,1,q8690607579805366,"Studio 0
Hilton ford
West Catherineburgh",IV89 5BA,137,531656221034,5,6,6
-9,,0,h79886982128815515,2,-7,q2313612890355505,"185 Jones pine
East Darrenland",M6 4QT,567,574174797702,2,68,68
6,,0,h92473049869265510,4,-7,q5417683203479115,"063 Robinson keys
New Vanessashire",BH9A 8LF,281,156400186447,4,13,13
2,,0,h83204459419079761,4,3,q7737347003556575,"80 Barry isle
Perryhaven",M24 5ET,342,645807454977,4,5,5
-9,,0,h91076189906740128,2,5,q2507920942343774,"32 Craig plains
Franklinmouth",M6K 8WR,882,264250768842,2,37,37
-9,,0,h40442618018978639,1,5,q1203265965454920,"158 Carly circle
Grayberg",W6 0ZH,896,252822207820,1,22,22
-3,,0,h17965996713644399,3,-9,q7310918533263772,"35 Simon land
Port Anneton",M4T 3LB,134,205973039967,3,19,19
1,,0,h22919254704157089,4,3,q3952903242595560,"Flat 14T
Clark fall
Williamstown",BB9E 7ZN,847,78461394533,4,22,22
-3,,0,h39012350470508253,3,5,q5425431986840205,"7 Jayne junctions
Lake Trevor",BD00 2TW,496,698266257513,3,97,97
4,,0,h33013842423598418,1,4,q2516680141934529,"Flat 88E
Molly shoal
Port Eleanor",W9 4FH,619,904298333627,1,89,89
6,,0,h46793525400914267,1,4,q4602506133188567,"5 Dean mill
Sophiechester",S35 7WL,715,206420833069,1,75,75
2,,0,h17924689117457975,4,2,q9621096943252196,"570 Wade loaf
Allenchester",NW0M 5UH,644,955282757851,4,56,56
4,,0,h50413100312834059,3,4,q9159734845248326,"Flat 82
Sophie plains
South Pamelaton",W78 6UG,867,257456072901,3,51,51
4,,0,h22818302719619588,1,5,q6517189404258369,"6 Thorpe circles
Lake Naomi",DE9R 6HG,776,50719866468,1,25,25
7,,0,h66018059360583611,2,-9,q5676075400487411,"Studio 9
Iain knolls
Grahamburgh",CW8R 9UW,159,887971461754,2,67,67
-9,,0,h76472507026709320,1,-7,q5286297365968448,"Studio 81
Whitehead row
West Carolberg",MK1 3RB,966,64196026439,1,45,45
2,,0,h49996542134519614,3,5,q9853118908367963,"Studio 1
Duncan station
East Deborah",WD4 4NS,769,148847805037,3,27,27
4,,0,h18152475189551723,4,5,q8530227351949698,"32 Ashley groves
Hillburgh",L42 8PU,797,434049197084,4,20,20
5,,0,h78557985497708531,1,1,q2174386664732443,"961 Melanie heights
Port Maurice",WA72 8FE,436,197580568528,1,62,62
-3,,0,h51310295168640922,2,1,q5621532248561484,"35 White gateway
Taylorbury",E6 5RA,345,825475921667,2,32,32
7,,0,h19950684004468595,4,5,q6713069230950956,"Studio 60F
Price locks
Simmonsborough",B35 3NP,818,856985482353,4,98,98
4,,0,h21034339778415732,3,2,q3525458306156448,"Studio 48
Brown loaf
Baileytown",E6S 4HQ,130,311967703111,3,28,28
5,,0,h88691762312132335,2,-7,q9925697771111446,"66 Burgess branch
Lake Marc",E7C 1YY,232,91433562398,2,74,74
-3,,0,h15107692287728273,2,5,q8755783492720657,"0 Daly viaduct
Holdenmouth",NG8W 1QE,603,13054895488,2,6,6
1,,0,h93042201262248198,2,-9,q7894098039320484,"Flat 50i
Lucy meadows
Elliotberg",HS0 8SE,786,281715330682,2,67,67
4,,0,h14656524709803432,2,-7,q2163654646134326,"6 Kieran isle
Naomihaven",KW3P 2TR,699,983009899519,2,82,82
7,,0,h36512931984719130,1,5,q6995057832282216,"097 Rachael center
South Mollyland",DN93 1NP,393,307058456901,1,89,89
5,,0,h81384741625002542,2,5,q7978845950325651,"49 Francesca highway
Nigelton",W9T 7BR,726,598919848882,2,6,6
3,,0,h80500482055519277,2,4,q3338981893398564,"0 Davis station
Tinamouth",KT6 7LZ,329,636648183026,2,1,1
1,,0,h60890413799308387,2,1,q6039798664178698,"23 Hancock well
Perryton",CO19 3SD,937,259535706888,2,43,43
7,,0,h15483063774958833,1,4,q3004664880683780,"415 Davies fort
Lesliechester",L3H 5TG,512,472408428260,1,69,69
2,,0,h23644316743600490,1,-9,q9351149569806746,"1 Murray trafficway
Reidhaven",KY91 0RA,503,773559986109,1,98,98
2,,0,h23957134444833907,1,3,q1179668160455407,"Studio 29e
Porter court
West Claire",PE82 8FR,162,401104142192,1,1,1
6,,0,h43610100105179323,2,-9,q8998494483638033,"6 Denis stream
Katestad",E37 6DJ,828,915421546697,2,51,51
-7,,0,h99920388718985692,4,1,q1156598123393130,"Flat 75H
Paige walks
Port Bethanytown",L08 5ZG,774,559714680329,4,76,76
1,,0,h45655771152244095,3,4,q2835192025578160,"Studio 3
Paula walk
Chelseaside",B8 4BP,906,168297697916,3,66,66
2,,0,h18363115606813067,2,3,q9535106058525677,"Studio 19
Jones fort
Owenland",PH4 6SA,956,201805693964,2,59,59
2,,0,h80584037432056492,5,4,q4553474924351974,"Studio 7
Tracy mill
West Shirley",PA0 9TH,925,792731018969,5,46,46
-9,,0,h23921251451366967,2,-7,q5457105809262569,"Flat 4
Alan circle
East Liamview",M6E 1SZ,392,150078773333,2,20,20
-9,,0,h37664010634333221,1,-9,q6924143029209431,"Studio 94
Harris union
West Patrickside",CA7H 7UQ,929,781782862827,1,24,24
4,,0,h93263982753206972,2,5,q8574820904908901,"5 Duncan lock
Port Cameron",OX7W 4SE,198,950619221253,2,58,58
-3,,0,h82224519920771763,2,-9,q5344520238215737,"Flat 58
Lorraine divide
Lake Michelleborough",S8K 9WH,127,104176566539,2,7,7
-7,,0,h21920416009137636,5,-9,q7390512763249124,"42 Flynn alley
East Elizabeth",SK65 9UH,966,305395299855,5,13,13
7,,0,h91751488892499777,1,3,q3077822314269141,"Flat 72
Allen land
Daviesstad",G0J 5RW,614,731527050264,1,86,86
1,,0,h22381395641613392,5,4,q6173288186597693,"138 Ruth motorway
Lesliestad",WF8Y 1SG,713,809557820186,5,69,69
3,,0,h47822843411424825,2,3,q6169731245575120,"Studio 93
Charlotte springs
Phillipsberg",G0B 6UQ,959,496281750613,2,59,59
-9,,0,h61046400233629034,2,1,q9279115764866534,"256 Potter views
North Timothyshire",HD0 8DU,412,424420809620,2,88,88
1,,0,h88753832602772355,2,1,q9542077290602315,"Flat 5
Allan bypass
Port Helenberg",SW4B 8ET,848,767592018829,2,87,87
5,,0,h65787341366319528,2,4,q5332000835730365,"Flat 71
Ben way
Arthurview",M3B 0PT,878,104171948642,2,77,77
3,,0,h38542863293111819,2,4,q3142081777389913,"Flat 54W
Bailey center
Mauricemouth",N14 5BE,996,636491577926,2,36,36
6,,0,h62613258859951066,2,-9,q1739637426993666,"Flat 33
Hannah street
New Tracyburgh",FY3 8SA,346,95058695030,2,94,94
7,,0,h70877641541534438,2,3,q1089356468542268,"956 Rosie parkway
Lake Lorraineside",SY2A 9ZN,352,206496549498,2,81,81
3,,0,h74068458296154256,1,-7,q8358036009697305,"072 Denise park
Nixonstad",E30 1QY,484,881477505891,1,48,48
-7,,0,h17721363340093523,1,1,q5743083403189762,"750 Pamela drives
Port Samuel",WR5 0JP,890,520980405147,1,45,45
1,,0,h20139568087241346,2,1,q8814952739723947,"36 Ronald island
Sarachester",M6 4YX,336,14474462045,2,23,23
-3,,0,h59624241688792644,4,1,q2156344117268403,"Flat 7
Lisa fields
Georgiafort",B6G 4JP,873,997977131281,4,65,65
7,,0,h41679192593286251,2,1,q3757577663006169,"Flat 6
Walsh hills
Carolynstad",OL9P 3EA,472,618684676083,2,13,13
7,,0,h41388931410330385,2,3,q3017218411727503,"Studio 45
Laura station
New Donnaville",G79 1BE,892,378004194680,2,2,2
-7,,0,h73076448289656167,2,-7,q9341019091600586,"Studio 57l
Abdul extension
North Leonard",UB58 6FS,691,679998667120,2,29,29
2,,0,h66422396809383853,2,1,q8813264639819771,"Flat 2
Jones mews
Ryanberg",B4 9ZE,362,561330141552,2,29,29
-7,,0,h48627730276324559,3,1,q4884171992097524,"Studio 7
Simpson route
Lake Scott",RH45 9SU,994,770831294838,3,62,62
3,,0,h69675736734558657,4,-7,q9275542096810403,"Flat 5
Ben estate
South Ashleighton",WC3N 6QZ,479,239902464789,4,42,42
4,,0,h40613866427549803,2,4,q3310615639946249,"Studio 45
Callum isle
Doylefurt",HD84 6YZ,975,419377354739,2,47,47
4,,0,h51152327826442910,1,-7,q7931947798148382,"810 Charlton turnpike
South Amelia",CA2 5FJ,499,777693213375,1,2,2
6,,0,h79468780666772033,2,4,q5372152815627651,"6 King circles
Smithmouth",NG9X 4TP,766,771133969923,2,30,30
-9,,0,h83430517254520946,2,5,q5937887490286575,"Studio 28
Joanna bridge
Port Angelaberg",S0 3YH,834,399449765727,2,43,43
1,,0,h75412489656855828,2,2,q2162243560522161,"7 Helen fall
Bennettland",N84 4RY,466,760608031791,2,62,62
2,,0,h50611011243214875,2,2,q1730480302965341,"3 Lawrence groves
New Jayne",W1 2PJ,642,530479640766,2,93,93
7,,0,h59890709859369030,2,-9,q2544692239543480,"7 Davies ports
North Joycemouth",TR1 9YQ,260,857596554225,2,71,71
5,,0,h60608166492682318,3,5,q5688818735007001,"Flat 8
Cunningham passage
Hughesport",OL8M 1TQ,205,449660749702,3,44,44
-9,,0,h32767385576695762,5,-7,q8652188967299581,"Flat 2
Nicholls forest
East Garry",SN1M 3LU,244,883993498312,5,23,23
-3,,0,h33485364049294905,2,1,q2707823508333776,"74 Lewis garden
West Matthew",NW9 8HP,348,410976184217,2,66,66
-9,,0,h32781201171599628,1,1,q3131599074745910,"717 Joshua heights
Lake Pauline",CR0 6LB,893,834130561720,1,33,33
5,,0,h63019450292817051,1,5,q4021377933893747,"Flat 53b
Atkins motorway
New Elliott",S67 2SP,142,225626864872,1,38,38
3,,0,h99813692845703890,1,-7,q1297182569152097,"708 Bernard haven
Lisashire",DG98 0GS,457,71387962277,1,93,93
-7,,0,h11675824107559750,1,-7,q1378718785243207,"Flat 68H
Robin port
Ahmedstad",CB0A 3US,234,963488905528,1,65,65
7,,0,h47378098994121381,1,3,q1853211817926037,"953 Roger throughway
West Gillian",EX4 3RF,887,87781854247,1,67,67
4,,0,h41953614459935694,1,3,q7700877925055957,"845 Turner street
North William",E40 8TX,414,576202385041,1,97,97
2,,0,h21118580483965510,3,4,q1370375014254484,"8 Charlton mountain
Kingburgh",N00 5YR,195,531730964731,3,42,42
5,,0,h56554763815956223,4,-9,q4836976955803261,"Flat 51c
Jack extensions
Marshallview",LU95 6DE,218,229300624178,4,21,21
-3,,0,h43148267170311299,2,2,q7366011620807905,"Studio 98
Butler brooks
West Francesca",DY60 3QG,315,363745153742,2,43,43
3,,0,h97639078491042764,4,-9,q1727727629964792,"Flat 37D
Danielle pike
West Dominicburgh",SS7R 8WW,987,736395142752,4,74,74
7,,0,h48004081374268009,2,4,q3600537455302698,"68 Stephanie burgs
Potterton",M13 0UT,527,200213815547,2,12,12
3,,0,h45235386106757638,2,5,q2948203322817171,"5 Gregory street
Geoffreystad",L0C 4PH,673,930650117571,2,44,44
6,,0,h94965576340986305,4,4,q2919650842436123,"Studio 3
Charles square
East Abbie",G1 1SF,684,623932653342,4,88,88
2,,0,h34696328516844714,4,4,q7212914269949518,"171 Wilson via
New Kieran",CM6A 6YT,127,195657475751,4,7,7
2,,0,h82589870963182985,5,2,q5830383570453328,"Studio 41c
Keith falls
Hollieport",G3 9WG,196,366151465805,5,71,71
6,,0,h25093381724052596,2,5,q3276809834462108,"Studio 72
Davies flats
Gregoryfort",G06 4EZ,667,277899177367,2,32,32
2,,0,h13652280920813493,1,3,q1444474267061016,"Flat 39
Davies lane
South Colin",S1 5UQ,258,90151528284,1,49,49
7,,0,h66505136224083756,2,3,q8028402787666376,"Flat 67m
Henderson valleys
East Pamela",IV9X 5DB,710,872169267244,2,17,17
7,,0,h80347342019694281,2,3,q2618726244462526,"Flat 8
Ellis meadows
Hunterside",CT42 3SE,681,867305658508,2,77,77
5,,0,h90892592287950163,2,5,q1464845746069733,"54 Allen ville
Watsonton",HU7W 8BA,897,155189733900,2,25,25
3,,0,h48260455469604226,3,5,q8116933915857209,"5 Eric river
Gardinerburgh",N7 8DJ,195,651870628421,3,34,34
-7,,0,h11778751223341709,2,3,q7964414446592174,"2 Nathan plaza
North Wendyview",L26 9EQ,833,663684349074,2,42,42
7,,0,h38377292014155636,1,3,q2555151145605992,"Studio 2
Clements ramp
Gillianmouth",ZE1V 3WP,727,775672543906,1,93,93
-7,,0,h93730429095321334,5,2,q4688397930084745,"Flat 84
Gail burgs
Smithtown",M8 0DN,352,439512342279,5,68,68
-3,,0,h15451194889209638,3,5,q9175780290645102,"8 Thomas neck
Lake Leonfurt",KT25 4HS,422,953816230835,3,44,44
7,,0,h92638492805609981,2,5,q4566643853374964,"95 Rebecca lock
Williamsport",SR9N 9WS,391,912981139681,2,75,75
5,,0,h87263471660764265,1,3,q7701879371301583,"Flat 8
Wright expressway
Port Elliot",B4T 1AX,918,968093885739,1,0,0
-3,,0,h71714057783699224,2,4,q7846010463328485,"Studio 3
Ellis heights
Lesleyland",EN5 9DJ,916,554178917263,2,13,13
6,,0,h28396451590326260,1,1,q2189002542135101,"Flat 82
Evans rest
Shaunchester",M8C 3AQ,156,359218143842,1,94,94
-9,,0,h69815666261992178,3,-9,q8143808471612931,"Studio 1
Gilbert view
South Lynnetown",EH3M 0JB,873,798420671140,3,48,48
-7,,0,h16346198987540709,3,-9,q5801951412081636,"Studio 1
Osborne well
Smithmouth",AB2 0EH,605,853072490887,3,27,27
4,,0,h74702736991469131,4,-7,q8307523848561798,"08 Green landing
Prestonland",BD50 6LR,820,727850463115,4,20,20
-3,,0,h44445922055349552,1,-9,q6545390651313642,"Flat 4
Jill wall
Smithview",WA6E 3NZ,121,949065988497,1,87,87
5,,0,h29431309765284324,2,5,q7620977069051812,"49 Tony skyway
Bethanberg",KT4 8FY,983,581516871579,2,10,10
2,,0,h54359133223796614,1,-7,q6143979737686538,"Studio 06
Kerry stravenue
Rowefort",EN6X 2PL,126,568242162199,1,55,55
2,,0,h11806205033095134,1,2,q4903407820074027,"1 Melanie rapid
New Connor",W4 8PQ,825,431221285442,1,61,61
7,,0,h48845219079823594,5,4,q4748892522087300,"253 Green gardens
Kerryburgh",SE45 8GL,499,750668179988,5,56,56
-7,,0,h84454517568524729,2,-9,q6795322211574060,"9 Walsh junctions
Howardside",EH7E 3PB,458,683026276268,2,74,74
1,,0,h24659962607264519,2,-9,q3564483750344528,"5 Edwards knoll
West Louisside",KY4E 2ZA,420,526066956915,2,88,88
6,,0,h83396131883308295,3,1,q5864821835803288,"Studio 3
Field pike
Lanefort",LL7H 7HW,407,807008964070,3,67,67
6,,0,h62131745190449910,4,4,q1994499540492460,"4 Douglas cliffs
North Charlotte",N3 7AF,983,775792717313,4,26,26
7,,0,h34726207368223197,2,2,q9776357138758017,"Studio 56
Hancock fall
Ashtonview",N9H 9JG,829,141399079364,2,9,9
4,,0,h69361154052494904,5,-7,q4191903508069550,"Studio 81Q
Dyer alley
Alexanderside",B1 6BS,864,773536794428,5,16,16
-3,,0,h41427933125113985,1,-9,q5266432160473105,"Studio 03R
Kathleen burgs
Wilsonmouth",RM2V 7HY,773,789796666021,1,6,6
-3,,0,h10142219926459784,3,-9,q1318101220149541,"Flat 7
Richardson roads
Kingbury",L80 6RX,278,851898493162,3,64,64
-7,,0,h27347476442811776,1,4,q4322350674081200,"8 Smith mountain
South Vanessa",M47 9GZ,869,809978556944,1,15,15
-3,,0,h39825395335312234,2,1,q1889749031118859,"Studio 72
Lee corners
North Antony",G31 7ZF,436,182109411832,2,5,5
1,,0,h51105925268551267,5,5,q6294345148317225,"4 Albert roads
Humphreysfurt",SR2P 5PS,742,35299270236,5,19,19
1,,0,h81468019104598591,1,4,q8645279242481289,"81 Gemma loop
South Clareshire",M9U 0DN,482,744678210859,1,18,18
6,,0,h19059710723641158,4,4,q3789363138620303,"0 Angela ranch
Daleside",W6W 3RQ,978,59695800824,4,18,18
6,,0,h63511736866460992,2,-9,q7187144713833802,"10 Lynne springs
Cameronside",M8T 0BW,311,527922521686,2,39,39
-9,,0,h21042443183573742,3,1,q5655616136518625,"2 Jennings springs
Garnerbury",L70 7FZ,205,742837893722,3,89,89
4,,0,h26234749316106928,2,5,q1036468380349953,"801 Tom loop
Hewittfort",S6 9QX,147,442260035516,2,10,10
6,,0,h94255281057120600,2,-9,q9355878875824298,"Flat 92d
Anna route
Ericport",EN48 8UF,453,450791751914,2,78,78
-7,,0,h22783381864845239,1,1,q7220832386078656,"58 Gill knolls
Williamchester",B1 1EB,282,912700798215,1,75,75
2,,0,h84174548625006464,2,-9,q4305513037041449,"77 Sian curve
New Michelletown",HS0R 9FZ,881,169211601441,2,51,51
-3,,0,h48297654567365929,2,1,q4006225138888357,"Studio 50f
Chapman dam
East Justinmouth",S5 8TB,829,350507784155,2,56,56
-7,,0,h97483382103269575,1,3,q8597805724746020,"3 Edwards shoal
New Ashleyville",ST51 3EJ,936,399273584211,1,41,41
-3,,0,h38382015749487694,2,2,q4099131812636610,"Studio 7
Rebecca island
Julieborough",S44 9EB,336,804092015732,2,0,0
6,,0,h47238119764940414,2,3,q4036782274787950,"009 Kennedy station
Marcmouth",M6A 1XS,992,53945961717,2,28,28
7,,0,h20173005299079187,5,5,q2199486817638985,"6 Mary square
Elliotttown",B5 2DQ,861,308713041849,5,15,15
6,,0,h89191201161869302,1,3,q8947216199580387,"Flat 05
Law passage
New Albertmouth",EH6W 1RE,445,784792458963,1,75,75
2,,0,h64342731778805898,2,5,q3158229833136506,"Studio 29
Katie ferry
West Zoe",B77 0GJ,855,543340524093,2,48,48
3,,0,h36494189068973112,5,-9,q7028680653340581,"86 Trevor key
New Justin",L1E 1BF,677,726403868296,5,45,45
6,,0,h92442953873786869,5,4,q4462371512319499,"445 Roy ports
South Cheryltown",DE91 1QP,774,382870792700,5,92,92
6,,0,h33090538239035586,3,2,q1908963167365217,"223 Christine cliffs
North Cameron",B9 7UB,947,835894298158,3,69,69
1,,0,h90203684095169248,1,3,q3505542201723690,"1 Robin road
South Carl",KA3 7JA,767,886161849723,1,15,15
4,,0,h73549961576655903,3,4,q3164186015369493,"Flat 68o
Ian walks
Damienville",SP2A 6TF,776,610688344130,3,59,59
-7,,0,h42196799162114334,2,-9,q3807291311931224,"8 Melanie road
Lauramouth",EN29 9JS,234,30772233462,2,15,15
-3,,0,h66382504961409272,2,2,q5249016029241462,"20 Amy forge
West Kevin",M43 5YW,388,654236543401,2,19,19
1,,0,h97487816792570412,1,4,q7969263838739885,"Studio 9
Conor mount
New Brettland",AB46 1NJ,885,765635594537,1,81,81
2,,0,h64527254869632127,2,3,q2532281503568597,"918 Nolan expressway
North Trevor",S2 1RH,299,91998923374,2,5,5
3,,0,h47378581827479785,1,5,q8756184487197956,"Studio 44
Gill green
Elliottville",W6C 2XT,873,238257882108,1,17,17
7,,0,h16259893137505687,2,5,q7394958155139746,"1 Iain mews
North Philip",M71 2ND,455,151496441312,2,51,51
-9,,0,h80122911855615931,2,-9,q9726539055202717,"58 Martin views
Griffithston",S94 6WW,832,42221535179,2,83,83
-7,,0,h20068416007399514,1,3,q6204030071499375,"Studio 27
Bernard greens
New Peter",L7 6AH,920,740389674690,1,40,40
3,,0,h81436371536936507,4,5,q6840701947811433,"46 Taylor estate
Charliemouth",ZE91 5LJ,346,288767693259,4,61,61
-9,,0,h64488465782258022,2,-7,q8942417378748564,"Flat 7
Marc roads
East Elliott",HP6V 4TY,835,849748274543,2,22,22
-7,,0,h28506734117678302,2,5,q3163721946067308,"Studio 63
Hill locks
Lake Roytown",E76 0HP,142,942456671059,2,45,45
-9,,0,h68207755087326962,2,5,q3520844385070609,"Flat 7
Duncan crossing
East Pamela",B6 4SZ,359,127510327891,2,18,18
1,,0,h28071074304168638,2,2,q5891585445995332,"334 Charlene cape
Lucyhaven",W0 5QD,665,969587942388,2,50,50
-7,,0,h68772618613999401,5,2,q9184884539016400,"5 Nicholson groves
Kirbyshire",WS7A 4GG,609,917585598891,5,8,8
1,,0,h76760302745141590,4,3,q5635106580544294,"729 Paul squares
North Frankborough",HG8R 5SJ,515,206886623843,4,46,46
-3,,0,h67621256549966581,4,3,q6016534422477813,"724 Hunt circle
Hurstville",SK3 2PL,767,738866799156,4,17,17
-9,,0,h96722601365479323,2,4,q6076105832573131,"Studio 04x
John harbor
East Alan",CH03 8PA,649,748536256380,2,5,5
7,,0,h29652470170769031,2,3,q3015370227858538,"21 Howard gateway
Port Oliviafort",L0 5FT,244,336335791578,2,37,37
4,,0,h67374734774758078,2,1,q7854321147470196,"1 Katy bypass
Lake Kimberley",WF38 3DH,362,943142288029,2,67,67
6,,0,h64706236549002326,1,1,q2662152916135442,"38 Turner freeway
New Sandra",B91 3QX,406,183455215516,1,43,43
3,,0,h20338629043116967,1,-7,q4835151114089982,"Studio 04
Susan ranch
Aliland",DA1R 0TJ,655,64029548174,1,96,96
-9,,0,h58158777654232967,1,3,q9240221721595694,"4 Heather parks
New Jessicaborough",HS7B 8HY,754,708981107464,1,36,36
5,,0,h45843906365229147,1,3,q7059364260055684,"Studio 24
Susan hills
East Matthew",KW1E 0YR,307,956740334001,1,92,92
7,,0,h16297857317295603,1,-9,q6858443654052441,"Flat 91F
Lee divide
Malcolmstad",SK7W 9ZX,314,248470543165,1,40,40
4,,0,h42415224520591899,3,5,q3733794580579431,"Studio 69M
Richards highway
Natalieberg",DL1 9GB,997,435217595358,3,68,68
-7,,0,h84637464867991773,2,5,q2754299145024723,"Studio 72
Gerard rue
South Katieview",W9 8HT,954,652733064067,2,61,61
-3,,0,h96618877658569195,4,-7,q5329912870295693,"Flat 71
Matthews drive
Rogerstad",NG50 1GF,499,732270161615,4,26,26
5,,0,h59560153310714821,2,2,q9564784128550561,"821 Jackson courts
Lake Lynne",L3J 4ZR,281,166060769643,2,4,4
4,,0,h20158485558606994,2,1,q6341943314545389,"36 Brookes place
Douglasport",GY01 5AL,162,18440802722,2,1,1
6,,0,h22786141702567089,4,5,q5406160164981283,"Flat 22
Johnson mountains
Waltonside",GU7 0XY,732,725471456604,4,50,50
4,,0,h14019719853907355,2,2,q1348207126089809,"Studio 1
Singh manor
Port Jakeville",G4 1BX,631,114541147803,2,48,48
5,,0,h59790190979017675,2,4,q3607891227034783,"Studio 3
McDonald locks
East Ricky",BL5 8QG,354,850702596721,2,70,70
6,,0,h24546142461513749,2,-7,q4837395148615915,"1 Connor street
New Jayne",BS7 4UU,204,337573677210,2,91,91
-3,,0,h76773716794775567,1,-9,q7401744352303627,"529 Jones via
Tomlinsonmouth",ST88 5PW,333,484677212963,1,30,30
-7,,0,h97419511427934718,1,4,q6657607739460616,"370 Melanie walks
Colinburgh",G4D 9ZA,294,301933503379,1,92,92
5,,0,h91075183502797453,1,2,q4091115556256161,"Flat 41z
Nigel village
Valeriemouth",E46 4NH,665,125326634914,1,19,19
3,,0,h28592757890656546,1,1,q5477042545371559,"Flat 61R
Hyde divide
South Marymouth",M4K 6UX,796,148459800744,1,9,9
1,,0,h12038397453086352,1,4,q2290840601853750,"Studio 72J
Geoffrey via
Philipshire",G2U 1FH,244,298735788402,1,94,94
2,,0,h91668675317624982,2,-7,q2452259413101022,"583 Rogers crest
Newtonland",IP3 0ZU,873,317795501113,2,96,96
2,,0,h88159538350373137,2,5,q9511593869348019,"109 Taylor turnpike
Cooperville",G55 1YQ,829,873047352784,2,82,82
-3,,0,h83528333175450609,2,-7,q7995905649081089,"Studio 40
Tucker fort
New Heathermouth",W31 3BL,325,683998409396,2,24,24
