Accomodation_Type,Any_Relationships_CCS,From_Dummy,Household_Address,Household_Address_Postcode,Household_ID,Household_OA,Household_UPRN,Number_Of_Usual_Residents,Ownership_Type
5,,0,"Studio 57
Cook locks, Ballburgh",B3 0HP,81091657428177813,E00164036,484248849516,1,-9
-3,,0,"Flat 68t
Crawford square, Reedport",GY5R 6ZU,26824157726288419,E00120052,228803180949,3,-7
-7,,0,"Studio 88
Joyce plaza, Patelmouth",W5 3UJ,94873318614524167,E00037264,995833126081,1,1
5,,0,"Flat 5
Hart islands, Taylorbury",BB96 3GE,81509237276498959,E00119959,227087107024,2,-9
5,,0,"Studio 16
Brian burgs, Tinaland",B08 2BY,89757799232016626,E00152612,355931347818,2,-7
5,,0,"Flat 8
Hall mill, Priceberg",G94 9BJ,68446870959549369,E00171584,452839469853,5,5
4,,0,"Flat 48
Hazel row, North Frances",EX3W 0QZ,48327934289331491,E00152574,135881308883,2,1
-9,,0,"Studio 91
Rachel forks, East Antony",W7C 0PT,22544621633935817,E00135842,420371355437,1,3
-7,,0,"Flat 32
King via, Benjaminfort",W3L3GJ,13851217338817728,E00153576,148150015454,5,-9
3,,0,"884 Kirsty isle, Sullivanside",E9H 9UJ,62075399792034074,E00142063,414627282594,1,3
5,,0,"283 Green village, Joycefort",TN0 7HF,18478531970121281,E00037235,234763755047,1,3
4,,0,"0 Darren creek, Newmanberg",E8F 1XN,13429669358512118,E00120050,814955504044,2,3
7,,0,"99 Maurice keys, South Geraldton",WC1P 8NL,20881020765058191,E00152619,628054435564,2,4
1,,0,"Studio 30
Malcolm stravenue, West Williamfort",G4 9QP,61517370700404680,E00164060,90000407717,2,-9
6,,0,"0 Alexandra divide, Foxport",CW5B 9QY,41657017180187612,E00135631,217973766896,2,2
7,,0,"Studio 95
Mohammad ridges, North itacey",S1 0GB,60226545361127336,E00119911,917515083734,2,1
-9,,0,"Studio 4
Higgins island, Annview",HA94 3SR,67581838539267733,E00165340,966618147948,3,-7
5,,0,"Flat 68
Murray drive, Trevorland",B1 6TF,80316022851968585,E00142038,322362542657,1,-7
3,,0,"Studio 86
Robinson summit, Dianamouth",GY2X 2GN,27564120228438351,E00119901,866855243044,5,3
4,,0,"248 Amber drive, North Dale",RG7 8QA,14373130819554362,E00165573,729081079433,5,4
7,,0,"Flat 7
Ronald estate, East Ireneview",PR6V 9NS,80278231379679331,E00037159,763720085343,5,3
5,,0,"Studio 6
Stuart circle, Hillchester",E4 5YY,50498783394400093,E00153539,249703949269,2,3
2,,0,"Flat 21q
Sara mission, Stonechester",L18 4JF,20616586845058483,E00152663,742411479129,1,1
5,,0,"5 Warren spring, Hallbury",NN6 6QY,32109799115111951,E00141240,1061503857,2,4
-3,,0,"Flat 9
Fry shoal, Lake Billybury",WC8 5WW,86925618044548496,E00037150,231617819842,2,2
4,,0,"462 Mitchell shoal, West Damienchester",W5T 5NW,95661216938499554,E00165587,480618038600,2,2
6,,0,"Flat 06
Sullivan flats, East Bethany",KW7 6TF,54509132062881187,E00163951,692348407767,5,2
-7,,0,"4 Wood shoal, West Dianeton",L1H 3WU,45052635361777268,E00120080,161328928164,2,-7
3,,0,"Flat 4
Hayes ford, Walkerborough",W2D 9SX,94730289165037436,E00170122,287138036550,3,-7
-7,,0,"93 George rapid, New Kyle",S9 1BP,92268920646673131,E00037401,547143745718,1,4
-7,,0,"Studio 07
Bernard union, Lake Paulafurt",B9S 5NF,47707260978449411,E00165348,793568450673,2,1
3,,0,"Studio 06W
Kelly road, Woodwardton",GU25 4AZ,28320878887491092,E00135548,183361558835,4,1
-9,,0,"24 Zoe field, East Rhys",G5 4UU,70372808107472868,E00120016,873409670267,2,-7
1,,0,"Studio 65P
Aimee loaf, West Alison",G52 1LL,69268714844507962,E00120119,291170709780,2,-7
1,,0,"Flat 4
Marion stravenue, Port Roy",E64 8TE,30169799326601678,E00037353,109796124987,1,-7
-3,,0,"3 Amy shoal, Cookfort",N59 1LQ,47313213312821597,E00153630,309260365953,3,5
1,,0,"3 Ali ville, East Hollie",WS36 5SQ,79269587393949665,E00164412,619720861801,3,1
6,,0,"46 Amber oval, O'Neillhaven",IM0N 4XZ,65340650159650042,E00037150,876160993,1,4
4,,0,"217 Daniel grove, Lake Traceyberg",B8U 0LX,26552504274189608,E00135829,756945278404,2,5
5,,0,"Studio 15S
Owen islwnd, Lake Shirleyview",CR8 7GR,71010838075568079,E00120156,673283964425,2,-9
5,,0,"3 Geraldine hills, Lake Vanessaberg",M2K 1XS,98240341064832229,E00172229,173809653710,1,5
6,,0,"251 Danny fords, Lake Damianville",L4A 8ZZ,32860810574397018,E00171596,594988308169,2,4
1,,0,"Studio 74
Shaun mission, North Katytown",SL7A 4ZT,38349400958812314,E00152656,941619243896,1,5
5,,0,"FHat 16
Rogers spurs, Buckleyville",L1 7YR,98976211372449779,E00165543,260825490490,1,-7
1,,0,"58 Wright light, Hodgsonmouth",RH0 3ZJ,43283077306618254,E00135699,824906778059,1,-9
1,,0,"10 Bray oval, Whitemouth",L0 1BF,38613111809296946,E00135564,806680243211,4,4
-7,,0,"57 Griffiths avenue, Edwardsmouth",L5G 5TG,19417639453296032,E00120095,358997641305,5,1
-7,,0,"Studio 38
Thomas brook, Akhtarburgh",BT11 6BR,58416939664812532,E00165616,372278548526,1,4
-7,,0,"522 Allan fork, West Charlene",E0 1ES,18028767768317455,E00037391,403529651150,3,2
4,,0,"349 Higgins bypass, Lake Patricia",BT12 2SH,44115897133445496,E00135819,38313655944,2,2
4,,0,"858 Gilbert drive, Hansonland",FK15 4UY,11159619169127199,E00165504,167877630002,1,2
2,,0,"151 Rogers plains, Bakerstad",W0 7TS,87755204922067225,E00119891,984092874866,3,5
4,,0,"Studio 31
Byrne prairie, North Amy",B52 8NY,26147014087307311,E00164626,773252866400,2,5
5,,0,"454 Smith land, Howestad",HG0E 5RE,84836690548530310,E00165499,602448635507,3,-9
-9,,0,"Flat 5
Harrison forks, Mooreton",M40 8ZA,67582479207471190,E00164602,352375101222,2,1
1,,0,"1 McCarthy walk, Amberberg",S0 2TP,40985858428612268,E00135428,688716754135,5,4
-3,,0,"Studio 43d
Malcolm meadow, Fletcherberg",EN3A 9JH,93242686377931052,E00037262,707212294015,2,5
5,,0,"9 Thomas wells, Annebury",S63 4ZH,52178218444437144,E00152518,189874300141,2,-9
6,,0,"Flat 94
Carroll valleys, Stephenfurt",B0 6NQ,60495617974744290,E00135704,755162166467,5,2
5,,0,"4 Moore freeway, New Hayleyton",L98 8PQ,13898705443505537,E00141227,711782130684,1,2
5,,0,"42 Justin prairie, New Katy",L6 6EH,69784838182173783,E00142040,840467417203,2,5
1,,0,"89 Kent loaf, Simmonsburgh",EX77 6RP,59356473637656729,E00171613,201296176067,4,4
-3,,0,"313 Shaw island, North Eileenburgh",PO5E 3QS,92953393010026168,E00171589,206443242193,1,4
-3,,0,"Flat 08N
Richardson parks, Duncanshire",S89 6LU,42689623659567375,E00142123,681212384223,2,-7
4,,0,"94 Watkins stravenue, Carolbury",N60 0SY,34522659349133791,E00135440,837575106320,5,5
5,,0,"016 Taylor crest, Lake Sianville",DG0 8EN,23179244866147795,E00142079,124396495414,2,4
6,,0,"5 Tomlinson inlet, Williamston",KT3 6EN,27488003201710453,E00135767,723313700851,3,4
7,,0,"Flat 48T
Baker divide, Thorpeshire",E9U 2DB,79855724110824484,E00135435,454804074163,4,4
1,,0,"Studio 8
Conor ferry, Hughfort",M7 6PX,61314503799024649,E00165529,633207223156,2,1
5,,0,"Studio 3
Smith hills, South Lawrence",M5A 7ZT,15600166516873267,E00152624,540449080994,3,4
1,,0,"032 Bryan drives, Greenport",LU6 9TQ,78952412861940694,E00037255,184196091094,2,4
4,,0,"042 Patrick spring, Quinnside",BL6 7LF,92678904737824537,E00119892,482668920785,5,4
6,,0,"8 Little station, Doddstad",N1W 5WJ,34067957199541286,E00120032,629811862006,2,-7
4,,0,"Flat 3
Brown hill, Derekchester",AB5Y 4LP,71544845459827703,E00141220,991287877180,2,1
-7,,0,"Studio 27
Rowe view, North Hollie",SE6 1LS,13083520141658199,E00037391,700601700089,2,2
-7,,0,"7 Colin forge, West Thomaston",WF42 4QJ,70269270332786974,E00165492,801217562244,5,4
5,,0,"Studio 23b
Scott throughway, Victoriamouth",Nu7 2QW,21177965365497052,E00037335,542296006241,1,3
-7,,0,"620 Gardner dam, Port Bernardmouth",DE38 0PG,15755429489134947,E00120179,188465547113,2,-7
2,,0,"Flat 5
Charlene throughway, Craigchester",L7D 7GQ,82337427627156944,E00120088,163065430894,2,-9
6,,0,"Flat 48
Barton inlet, Marymouth",G6H 8PE,43415455844888684,E00163858,584048093686,2,3
5,,0,"Studio 7
Glenn gardens, Lake Ryanbury",YO44 9YG,11242461774893337,E00135827,260784888412,2,1
7,,0,"29 Wade place, Lawrencestad",PO9 6GB,45262831032557584,E00169648,23409792666,3,5
1,,0,"Studio 55u
Fiona ferry, Dannychester",WV2 0YD,78042468908533575,E00153522,942349186789,2,2
5,,0,"Studio 98H
Liam prairie, Sarabury",G7 3WZ,62023208310284442,E00037092,869909836651,1,-9
-3,,0,"Flat 08d
Kayleigh mall, New Jenniferstad",B9 8JH,60679333757431111,E00169852,973319791920,2,5
4,,0,"Studio 92
Kelly burg, Bradleyton",KW84 4NN,64833417439354618,E00163910,569817349376,1,-7
7,,0,"Studio 37
Jade stravenue, Loweberg",SS33 6RG,62705040445858387,E00164501,912559536925,5,2
5,,0,"989 Dylan drive, Jeffreyberg",W2 4FU,89885173874495185,E00037139,300086264852,2,-9
5,,0,"509 Christine hollow, North Douglas",NG98 8QX,26489291668650453,E00152669,997014301744,2,-9
2,,0,"5 Stephens crescent, South Clairefurt",RG31 4SH,61059242784122802,E00135511,824703116717,3,4
7,,0,"6 Sheppard lodge, Allenhaven",DT7 8SA,23516950218271309,E00120095,594515221205,1,3
6,,0,"0 McLean place, Port Hollie",N60 1RR,60765730717206920,E00135677,790970211147,3,4
-3,,0,"Flat 40
Greenwood plaza, Mannburgh",FK9 2FP,58917013412372041,E00164580,488708427007,1,4
4,,0,"Flat 89
Palmer land, New Lynn",BS58 9BE,69360336163166230,E00165541,536924040291,4,2
-9,,0,"Flat 52w
Turner green, West Ashleigh",BT19 9ES,47575130711656806,E00165412,248351049442,2,-9
6,,0,"6 Rahman well, East Elliotfurt",N6G 7NU,75553520984296568,E00135799,439735732515,4,-7
-9,,0,"3 Sophie plain, Ameliastad",KY34 0RL,86312687654970943,E00119992,52488389538,2,2
1,,0,"258 Lynn island, Davidchester",DH3V 3PJ,23765773643469893,E00037097,610966448734,2,4
3,,0,"8 Roberts route, East Raymondland",SY62 5PG,31576449686008192,E00163954,502141018350,5,4
-9,,0,"Studio 29C
Nathan corners, West Helenberg",GU51 0UL,97334479783599813,E00119937,207074016702,1,-9
4,,0,"Studio 88I
Carol isle, Lake Lindsey",G48 2JT,67163637296777015,E00120079,259446169221,5,4
-3,,0,"Flat 90
Allen estates, East Dianaland",M2 4BW,29276173382070956,E00164493,894827632555,2,1
-9,,0,"9 Gordon harbors, North Kimburgh",HR7R 7YL,97858979549453653,E00152498,442089943789,1,4
2,,0,"Flat 09
Moran row, Richardsonmouth",CT6 4PH,42223424018035607,E00142178,281283212544,1,5
2,,0,-9,WF05 3RR,38436266418657505,E00165515,277133066257,1,1
6,,0,"879 Reece plain, Bernardmouth",EH85 0DF,26800203773191117,E00119880,775923085502,2,2
2,,0,"286 Bryan poinR, Glennport",PA4B 0DB,74326047270231561,E00153382,425915592183,2,3
3,,0,"3 Hilary extension, North Sylvia",HUv6 7ZY,76033067989718426,E00120032,561150280608,3,-7
-7,,0,"Studio 9
Harris green, Ameliaville",S5D 6YN,23760962115895624,E00135487,288080150125,1,4
3,,0,"Studio 53
Taylor street, West Mathewshire",L5 8TT,70891212216856147,E00165485,285312715370,2,5
-3,,0,"Studio 39
Maureen plain, Jennaburgh",G8T 9FW,50330065042827763,E00153469,792321590133,5,5
7,,0,"8 Jones ridges, Port Nicoleland",IM3X 5GA,41542096804224873,E00164481,78405815299,1,-7
-7,,0,"Studio 02i
Cook skyway, Port Cameron",S7C 1XY,95879640521823665,E00135396,939917255534,1,3
2,,0,"Flat 5
Banks turnpike, West Dawn",S3D 4DE,84662756296030227,E00163958,505883430881,2,4
1,,0,"Flat 64i
Russell corners, East Tony",WS1R 8HA,25627025898710528,E00037135,903069330936,2,1
7,,0,"282 Craig fords, Jamieshire",WF61 9PH,24408058609683595,E00153413,80995302484,2,3
7,,0,"588 Moore cliffs, Patelstad",BD1N 2XS,70066105063464314,E00165625,345696600523,1,-9
-3,,0,"020 Francesca village, West Paulineville",G71 8FY,88516607596263058,E00037295,430800011278,2,2
-7,,0,-9,TN5W 9SD,92429280666470176,E00135756,350892540348,1,3
2,,0,"Flat 5
Mohammed cliff, Yvonnechester",DH2 1YY,24221385398318611,E00135482,649754202729,3,5
3,,0,"Studio 07
Coleman run, Alexanderton",M8K 1TA,28146922217283139,E00165361,895797087509,1,-7
1,,0,"6 Justin port, Lake Meganview",M5 5SN,29280899797604015,E00037301,189728766307,1,-9
3,,0,"Flat 0
Anthony pike, Lake Duncanport",HR7 4GN,72881016986907596,E00120178,769984417857,3,3
5,,0,"642 Jack walk, East Dawn",CF2 0ZP,34692512125563643,E00120151,703791802530,2,2
-3,,0,"Studio 66
Marilyn street, West Marianbury",TQ36 3WQ,99305985043721890,E00164068,436803916140,1,2
-7,,0,"Flat 78
Carly alley, Carolehaven",N4 6HP,97968591056955215,E00152523,366408425883,1,5
7,,0,"Flat 1
Cooper motorway, East Henry",HD86 6ZY,98483800176790655,E00142018,44902983702,1,5
7,,0,"1 Cox course, Rebeccaside",YO84 1HD,49494506276319165,E00165361,453341048902,2,3
5,,0,"8 Chelsea lodge, Garyfort",B27 1PY,42305007215474236,E00165505,582811045206,2,-9
-9,,0,"Studio 83O
Alexander summit, New Dominic",CR35 5QR,73867353120640660,E00164526,833692147162,3,2
5,,0,"19 Cox summit, Danielburgh",OX0 4SG,60923786510106708,E00165398,514214151714,1,3
1,,0,"22 Tom coves, Jessicaton",OX9M 7RZ,38959611888132800,E00153641,651458718478,2,-7
7,,0,"710 Martyn spur, Port Jean",KY0V 6ZS,72719064106422329,E00165634,307532854442,4,-9
7,,0,-9,B9S 1EG,90902923145426007,E00135741,664878608551,3,4
-3,,0,"68 Bernard stream, East Iantown",G85 4JE,45258756527448967,E00165419,915105485456,4,-7
7,,0,"861 Bradshaw trail, New Stanley",IV93 7LG,82755195631237683,E00165398,946545059132,2,2
-7,,0,"Studio 6
Mason stravenue, Dyershire",PA09 7GB,42339404640883992,E00153678,104870050544,3,3
2,,0,"654 Baker brook, Watsonberg",L06 5HT,76176324941914621,E00135656,334077147076,1,5
2,,0,"Studio 47o
Watkins village, Michellehaven",WC5 4TG,25338110470893190,E00119969,409622324437,2,5
-9,,0,"805 Julian flat, Port Louis",M5S 3SP,96704518089845906,E00141223,478045114400,3,4
-3,,0,"Studio 7
Anne lane, Hazelton",-9,15535260508710952,E00170130,397180401016,5,2
1,,0,"Flat 1
Lindsey ranch, Garryland",DG4 3BD,73016289409074664,E00037314,356078911667,1,5
2,,0,"399 Michael brook, Andersontown",E0S 3PA,75922644520005706,E00119991,190852098275,3,2
-9,,0,"Flat 9
Iain neck, Davieshaven",N42 2ZP,47970485006452150,E00165617,317866696631,1,-7
-9,,0,"Flat 14
Heather burg, Barbarachester",CA7 9AF,81758590381020877,E00120057,432846764773,2,-7
3,,0,"571 Gareth harbor, New Antonyview",L8 1UQ,47308559465846554,E00119972,559159808660,2,-7
5,,0,"7 Anne centers, North Terence",CA38 7JQ,77264053439795915,E00152563,115623677469,2,4
7,,0,"5 Adrian bypass, East Gerard",GL2 0YX,49066998783983631,E00165733,980696179552,2,-9
4,,0,"17 Graham cliff, Port Albert",W8 4EP,39231298972189425,E00153671,356978714675,2,2
1,,0,"71 Johnston fields, Graceside",B61 0FP,85542540725688452,E00164482,593827062450,2,3
6,,0,"Studio 65B
Abigail lodge, South Grace",SE7W 3WA,33878541370694904,E00164551,706784894902,4,-9
-7,,0,"Studio 30J
Hill field, West Joechester",L66 9AE,11615416212959145,E00135614,283738561330,2,-9
2,,0,"Studio 01
Davies garden, East Pamelahaven",-9,57725925456713678,E00135516,234567193645,2,1
1,,0,"213 Curtis well, East Gerard",WR3 0HL,66752844414992188,E00119848,110226527665,2,2
6,,0,"Studio 38
Davies plaza, Frederickborough",BN4 7XN,86488133115601650,E00120105,516878912064,1,3
1,,0,"Studio 39i
McKenzie walks, New Rebecca",PO78 1SQ,74237484851927042,E00037264,958188016557,1,3
5,,0,"37 Clarke stravenue, Douglasport",WC6P 4RB,42834030141283163,E00119785,279627881869,2,-9
2,,0,"855 Jane greens, Nataliehaven",TW1A 3DZ,83901525884315223,E00135854,282092456155,3,-7
6,,0,"Flat 55m
Ali spur, Williamsstad",W04 9SD,55524388126590159,E00135486,771916887054,5,5
5,,0,"Studio 4
Begum mountain, New Christinetown",TA98 2YF,46142852863752780,E00120123,235211573815,5,-7
5,,0,"Flat 84
Richards harbors, South Dale",-9,69363945711018094,E00142119,944582268823,2,2
7,,0,"645 Marcus glen, East Bradley",B9 1FR,79881962646763038,E00135747,395813632677,5,2
-9,,0,"Studio 85
Price hill, West Mohammedbury",PO0R 3HP,31963562273514469,E00165454,309576171994,1,-9
1,,0,"1 Carl bypass, South Arthur",CB96H6RW,50526584094075985,E00135451,407297598038,2,4
3,,0,"692 Emily walk, Marcusberg",G5A 6TY,46447886193624829,E00165546,876416516021,2,5
1,,0,"0 Billy viaduct, Wilsonbury",G5 8ZG,66631963635689748,E00164615,504668054194,3,-7
-7,,0,"Studio 8
Hawkins camp, Kennedyfort",BN7H 0HH,11135501782330947,E00037248,46864693374,3,1
-3,,0,"Studio 3
Murphy light, East Hollie",WR4 4XN,48862983252662423,E00119996,684874173896,2,2
-9,,0,"Studio 01
Leslie plain, Prestontown",B01 9UQ,62182651003151974,E00171028,372101411088,4,4
-9,,0,"650 Harry light, Markfort",CT8 3YD,89789189616817940,E00120035,635706765729,2,-9
-9,,0,"92 Bradley summit, Ritaburgh",SG4 8RQ,25654879771436859,E00135686,624756846235,2,-7
6,,0,"Studio 89
Phillip bridge, West Frank",N2 5GY,16303152551965727,E00163908,14387365232,2,4
4,,0,"Flat 84e
Billy springs, North Alexandra",BR8V 5GD,91431041463030009,E00142037,293948566113,1,1
1,,0,-9,IM4 3WR,31512053834913057,E00135857,477185459021,4,-7
5,,0,"2 Ellie avenue, New Sally",LA1E 5SD,50867500999862375,E00153458,758740276963,1,3
-3,,0,"86 Taylor circles, East Reecebury",PO6X 7RB,26201070383990690,E00163901,306453517287,2,-7
3,,0,"Studio 3
Shah road, Lake Kylehaven",G0 8BS,40976805695645912,E00153680,232243961847,4,-7
6,,0,"Studio 30U
Cameron springs, New Juneberg",PR4 4PL,60200266720699899,E00152642,981982975398,2,2
3,,0,"81 Nicola mall, Pagestad",KA4X 1TP,10581808611446467,E00141257,130877589857,3,1
-3,,0,"621 Annette knolls, Port Philipberg",PR6M 0HX,91794205363576073,E00164586,432794689891,5,5
1,,0,"Studio 41
William bridge, Dobsonfort",NG1 1LU,85418716064764932,E00170131,58586562918,4,-7
2,,0,"5 Davison isle, Popeville",E25 3GX,48610143106947610,E00164520,465452541644,1,-7
3,,0,"1 Edwards throughway, Shirleyview",M10 8YB,67439170897284916,E00152615,638258404859,5,4
2,,0,"78 Wood port, Waltonton",N49 8YQ,86919815300245412,E00135839,234348892889,3,5
-3,,0,"Studio 35r
Smith ridge, Port Janicetown",EH7 9JB,57321439130858104,E00152497,785484026568,2,2
7,,0,"705 Kevin harbors, Paigehaven",-9,68394403819843860,E00152534,230281991269,2,-7
-3,,0,"900 Victoria islands, North Albert",CM65 8YJ,45506898610300449,E00135667,409661206780,2,4
3,,0,-9,W02 4XB,80055691451902723,E00037136,784264175585,3,2
6,,0,"40 Murphy orchard, Carolineland",N3A 8SJ,68353594057729302,E00141275,193011461707,2,-7
5,,0,"Studio 17
Cunningham corner, West Donna",M06 8TB,33774746646441331,E00165618,450388413191,1,2
7,,0,"Studio 2
Thompson glen, Cookshire",NG7B 7SN,93137321764183931,E00119981,804729693576,1,3
-9,,0,"1 Austin canyon, Callumchester",SO95 6DN,84529298107850134,E00164405,418530954776,1,3
5,,0,"6 Gerard drive, West Graceland",SY3 5JA,67880053545565169,E00135828,247905196011,2,4
1,,0,"Flat 44p
Katherine tracx, Brettland",WA08 1HD,43311059314710655,E00153478,97766181991,2,-7
-7,,0,"Studio 7
Bull harbors, Newtonton",N4K 6GZ,88556188965469179,E00170127,824805254484,2,2
3,,0,"9 Hart branch, Edwardsview",EC81 0ZG,27264383856538381,E00153719,957574726948,2,-7
2,,0,"Studio 50
Parry mills, Georgechester",KY2W 3YU,39149192721110748,E00165358,172455884360,4,-9
-7,,0,"28 Birch place, Slaterhaven",SL0 8EA,17997581111072306,E00152651,991312328533,4,4
6,,0,"Flat 21f
Rowley ports, Barnettville",M9K 1TL,45608287580578672,E00153572,704403843789,2,3
2,,0,"Studio 69
Lowe prairie, North Martyn",KA6 8AR,15412157187865549,E00165385,735879515256,2,2
-3,,0,"79 Schofield forks, West Irenebury",HA9B 0YZ,56635446373255962,E00119864,714899410691,1,3
-9,,0,"Flat 9
Knight well, East Natalieview",N6 2GZ,99385138400592277,E00164485,623973901402,2,3
7,,0,"Flat 17Z
Todd square, Bradleystad",BS20 2ER,35773218219919341,E00164568,805306518447,2,3
-3,,0,"Studio 24
Valerie club, West Deborah",N4E 5QF,64994429075182434,E00120060,761446056836,2,5
1,,0,"0 Martin forge, West Maureen",LS37 6AZ,38097016739557030,E00037236,399233751911,1,-7
-3,,0,"Flat 21N
Hilary mission, New Philipton",SP09 3QS,83567703910629796,E00142119,901970102284,4,3
7,,0,"Studio 5
Young lock, West Josh",M3D 5EB,36742465324819245,E00152533,933473689292,1,-9
7,,0,"47 Mohammed prairie, Port Stuart",PE6Y 2NP,36327051139268159,E00135735,387432208441,4,5
7,,0,"Flat 8
Taylor mission, Bruceview",TS6 6WR,91537396733635550,E00164000,147651653709,2,-7
4,,0,"Studio 05F
Williams glens, Samuelton",L8 4AJ,57666582496772313,E00165484,688989710495,1,-7
7,,0,"3 Georgina cape, Colehaven",L02 6JY,13589096535549810,E00165539,40301135676,1,2
4,,0,"Studio 56
Patrick shores, Margaretport",IG1 8BJ,22200849178955345,E00135455,533541223600,3,-7
2,,0,"Studio 72
Berry ville, West Wendy",BD7 5BE,62585945604562553,E00120113,286334966305,2,-7
7,,0,"102 Quinn cove, North Bernard",HU9 7JY,58462957525613125,E00119804,952437355557,2,-7
4,,0,"Studio 6
Mitchell point, Martinport",S4 5YA,35089751453554084,E00165420,760748008218,3,4
3,,0,"1 Elliott roads, Lake Mohammedland",S4B 6TH,42091692064930154,E00119806,899962987360,5,3
3,,0,"8 Wyatt course, West Gavin",CB28 7GU,38532391356999132,E00165560,785062428671,2,5
-9,,0,"299 Helen bridge, Port Megan",WN4E 6Hx,85809297146854363,E00164630,585962587531,5,2
1,,0,"2 Alex walks, Conorbury",TW3A 7NL,38845083258106074,E00152563,43239193685,2,3
6,,0,"22 Wayne well, Sheilachester",WR96 3YP,17097155472979229,E00135439,846879330991,1,-7
5,,0,"Flat 63s
Kelly orchard, Hopkinshaven",B4 4AN,80371608024412455,E00135653,767260470509,2,5
7,,0,"Studio 0
Harris overpass, Maxchester",N03 3GY,85580880375123305,E00169650,188458627895,3,-7
3,,0,"Flat 75f
Ashley lights, North Bethmouth",G50 5XF,64758761544901452,E00164068,81958750682,2,4
-7,,0,"522 Colin path, Kieranton",TQ3W 9BT,54842425738297874,E00163960,525951788299,1,3
1,,0,"Studio 0
Hughes turnpike, Kempview",B21 7AH,32671463108247915,E00152614,377617019715,2,2
1,,0,"3 Yvonne extensions, West GarPthland",KY0B 8JF,58851715953911189,E00037305,219378587764,3,1
4,,0,"303 Ward brooks, West Alison",L0 8HS,73584128382010543,E00119828,321810775629,1,1
-3,,0,"3 Banks crescent, New Hayley",RM49 2AF,63445855008691205,E00119801,894512932527,2,-9
1,,0,"Flat 8
Cook freeway, Joshshire",M2 2LR,64667166398542927,E00163947,300139355195,2,5
4,,0,"310 Jones route, East Glen",FK71 3HG,14450723141728956,E00165464,437609401162,1,2
-9,,0,"3 Tomlinson parkway, Martinland",TR29 5WE,71035083519769642,E00153408,175539007987,2,-7
7,,0,"Flat 1
Grace drives, Georgestad",M1 8ZN,61615012959959145,E00171584,251677016401,4,-7
-7,,0,"7 Martyn camp, West Christopherfurt",B72 4XR,15801788601424152,E00135588,607728157551,5,5
2,,0,"5 Johnson circles, Rickytown",E7 7ZT,74454659529052463,E00164397,950084852404,4,-9
4,,0,"Flat 57h
Holden radial, Port Robinmouth",L05 6EA,50650201847625097,E00135484,855516721502,4,2
5,,0,"95 Fry drives, East Rogermouth",W2F 5XG,78331737357724604,E00164592,645948133186,1,-9
7,,0,"8 Brown landing, Jacksonville",LS9A 2AN,61192263911515129,E00152608,951041325315,2,1
2,,0,"71 Barry plaza, Edwardsborough",SW75 2HT,22390203535805639,E00164561,491426217975,1,3
2,,0,-9,NR44 4UH,40818900259918500,E00164054,719570984830,4,5
-7,,0,"Flat 43
Donna junction, Lydiafort",M10 7DU,65782819226552156,E00135449,511912724541,1,1
-3,,0,"2 Barrett ports, Parkertown",RG92 7JT,36524412887063914,E00141195,885067916970,1,4
2,,0,"04 Wilson field, West Gerald",G11 9PU,70768417217852162,E00135753,882139514999,4,1
3,,0,"974 Thompson harbor, Lake Frank",DN62 eRZ,20720448165879278,E00141208,162740334640,2,5
7,,0,"Studio 72
King points, South Debra",BB8R 0JG,82370475449286637,E00153381,39914237329,2,1
1,,0,"Studio 86V
Mitchell well, Lake Sara",M3 4QD,77891661010584028,E00141264,42969437066,2,4
3,,0,"302 Kyle heights, New Lynda",PH5A 1QU,68959489618487650,E00037355,24119677735,1,5
7,,0,"982 Savage brooks, Gilbertview",KA39 6SL,16892156233284076,E00120166,928178520825,2,-7
2,,0,"Flat 75
Davis manors, New Gerald",HG7 8NP,18491776655881481,E00163845,298725186816,2,-9
1,,0,"Studio 6
Benjamin ovDrpass, New Mathew",EX7X 4PT,84684609198600623,E00135754,768917684333,2,2
7,,0,"Studio 3
Vincent bypass, Holmesmouth",S0T 6UQ,59805847157473846,E00165513,792173872818,2,3
-9,,0,"Flat 19
Butler dam, Abigailstad",B10 5UD,31784928527959438,E00120095,168734354759,1,4
3,,0,"560 Morgan villages, Christineville",N8A 0PZ,36014436494966026,E00173922,197597631208,1,1
-7,,0,"0 Louise forest, Simmonsburgh",N8 6LG,74695892931006838,E00164565,754846701339,2,2
3,,0,"Studio 1
Evans glen, South Jayne",OX36 3SU,21193774834620849,E00120060,885744020694,1,1
5,,0,"953 Duncan valleys, Denisemouth",LU36 6RS,85541600820311562,E00171610,190241592319,3,3
5,,0,"598 Rosemary spur, South Georgefort",N8S 1QN,45150934420256069,E00165579,217740396577,2,-7
4,,0,"3 Jones road, Maureenmouth",KW03 6WJ,64172818470957249,E00119837,330958777003,1,4
4,,0,"Studio 00
Simon loop, Bryanmouth",N80 4BQ,10738187873163848,E00165568,75976665969,1,2
7,,0,"Flat 16X
Jessica heights, New Sian",N1W 5AL,22829300990214424,E00165590,385199617533,2,2
3,,0,"16 Shaun valleys, South Georgeville",N42 2JW,87827194320047797,E00119843,656942708236,1,3
3,,0,"Flat 71k
Briggs plaza, West Barbarahaven",HG8 4SQ,51408848483799554,E00164002,845644006604,3,5
3,,0,"Flat 6
Jeffrey oval, West Nicola",S5S 8SY,59461944179865521,E00135427,463379739260,2,-7
