Accomodation_Type,Any_Relationships,Household_Address,Household_Address_Postcode,Household_ID,Household_UPRN,Resident_Count,Ownership_Type,Census_Address,Census_Address_Postcode,Census_Address_Country,Census_Address_Indicator,Resident_Count_verify,Other_Address_Count,Other_Address_Count_verify
5,,"Flat 24H
Robinson rue, Johnsonchester",B55 4TZ,13312180834754447,734725832839,3,5,"3 Warren trail, Shannonport",B55 4TZ,797,962638037395,3,83,83
5,,"0 Price green, Marshallmouth",L27 9XS,70109535876969391,334485678593,5,-7,"0 Price green, Marshallmouth",L27 9XS,591,127084043051,5,75,75
1,,"02 Palmer lodge, Talbotburgh",B5T 1EH,44534376816763021,172077826171,1,2,"02 Palmer lodge, Talbotburgh",B5T 1EH,744,547653923415,1,11,11
3,,"Studio 38
Joe fords, Port Mauricefurt",WD5 9QX,79697990873002185,861418683553,3,1,"Studio 38
Joe fords, Port Mauricefurt",WD5 9QX,864,8534819218,3,48,48
2,,"1 Pamela manor, West Jasmine",G4 1UY,18219137349251503,272617531060,2,4,"1 Pamela manor, West Jasmine",G4 1UY,487,624545178902,2,63,63
-3,,"945 Dominic ranch, East Colinbury",L0 6LB,99337333994461783,939193448912,1,-9,"945 Dominic ranch, East Colinbury",L0 6LB,588,437240331625,1,81,81
-3,,"3 Clayton shoal, New Sylviafurt",BD2 0QR,50728689936072992,71639895967,2,2,"3 Clayton shoal, New Sylviafurt",BD2 0QR,482,728187630150,2,4,4
6,,"4 Carol ferry, Barryfort",M6 7YG,27810565670186180,437434144550,2,-9,"4 Carol ferry, Barryfort",M6 7YG,812,739571234768,2,84,84
3,,"24 Leanne port, New Aimeeview",S3G 3SF,27154379707378359,378899262771,1,5,"24 Leanne port, New Aimeeview",S3G 3SF,460,504166584519,1,55,55
6,,"Flat 70
Nash plain, Murrayberg",CM34 0GW,25403866339777723,268747081030,1,-9,"Flat 70
Nash plain, Murrayberg",CM34 0GW,428,297574583793,1,80,80
3,,"Studio 1
Kennedy port, Vanessaport",KY14 7LA,14039818172878431,789226378086,5,-7,"Studio 1
Kennedy port, Vanessaport",KY14 7LA,271,110128552728,5,50,50
-3,,"4 Judith villages, West Colin",W26 5SF,43066339517082964,885609375527,2,-9,"4 Judith villages, West Colin",W26 5SF,793,432881333736,2,28,28
7,,"047 Taylor underpass, West Harry",M2 4BW,43965389918398938,685238778133,2,-9,"047 Taylor underpass, West Harry",E62 8ZE,311,977658706205,2,18,18
-3,,"66 Herbert views, Rosemouth",LN0 5ZN,96828987484835653,442553838390,2,4,"66 Herbert views, Rosemouth",LN0 5ZN,523,108780047697,2,20,20
7,,"Studio 65
Davies mountain, Howardfurt",M7H 5HR,33542863683838939,818218928515,2,2,"Studio 65
Davies mountain, Howardfurt",M7H 5HR,766,814604868811,2,65,65
7,,"Studio 45L
Hilary cape, Tuckerview",ZE84 6HP,39240226852862040,88741638892,4,-9,"Studio 45L
Hilary cape, Tuckerview",ZE84 6HP,984,285364962258,4,11,11
4,,"Flat 1
Lesley throughway, Port Holly",B4B 3ZW,54576578126762094,407158144094,2,3,"Flat 1
Lesley throughway, Port Holly",B4B 3ZW,960,346196243007,2,76,76
2,,"226 Maria shore, Barkerfurt",LU8 5XH,14671799505895627,771827861878,2,4,"226 Maria shore, Barkerfurt",LU8 5XH,630,930830893009,2,17,17
3,,"2 Shaw crossing, Jasonport",TW9 2FQ,39381948094268083,852708382894,1,-9,"2 Shaw crossing, Jasonport",TW9 2FQ,881,283822734750,1,49,49
-7,,"4 Barbara oval, Sharonchester",NG77 2RX,73592061002278209,394617016703,2,-7,"4 Barbara oval, Sharonchester",NG77 2RX,457,227021491584,2,86,86
4,,"730 Alan mill, North Hayley",M32 9RU,50633053100680958,811336649451,2,3,"730 Alan mill, North Hayley",M32 9RU,484,654704249087,2,31,31
-7,,"46 Kate fords, Lake Danieltown",W7D 8SW,23112733619367579,563268539473,2,3,"46 Kate fords, Lake Danieltown",W7D 8SW,183,834728092332,2,2,2
2,,"210 Joan valley, North Stephanieborough",KW28 3RE,11431629609806207,946345388226,2,1,"210 Joan valley, North Stephanieborough",KW28 3RE,597,315535925357,2,32,32
3,,"Studio 42
Teresa hills, Baileyborough",S66 6ZP,54239876665819028,258052036434,2,5,"Studio 42
Teresa hills, Baileyborough",S66 6ZP,797,902094760548,2,11,11
-7,,"Studio 72
Fuller squares, West Iain",S8S 6UL,46712338788120338,441580115583,2,-9,"Studio 72
Fuller squares, West Iain",S8S 6UL,773,879004592485,2,67,67
7,,"1 Campbell manors, North Josephine",G84 2ZQ,70601672595989583,545177257840,4,2,"1 Campbell manors, North Josephine",G84 2ZQ,871,4886727262,4,85,85
7,,"Flat 17
Penry harbors, Jodieshire",M8H 0GB,93362635549294827,563521283782,1,4,"Flat 17
Perry harbors, Jodieshire",M8H 0GB,816,15020959511,1,68,68
3,,"Flat 5
Roberts creek, Williamborough",WR5H 5LX,50734576878624937,355153483338,1,4,"Flat 5
Roberts creek, Williamborough",WR5H 5LX,941,486615176346,1,15,15
-7,,"Flat 84I
Osborne walk, Brendamouth",E88 1EA,79067140046675331,622393346758,2,2,"Flat 84I
Osborne walk, Brendamouth",E88 1EA,257,880258346971,2,15,15
4,,"Studio 35B
Hannah spurs, Birdmouth",E6 9EG,32453283178705664,199824132126,5,4,"Studio 35B
Hannah spurs, Birdmouth",E6 9EG,213,16328000779,5,85,85
6,,"3 Mills islands, Huntberg",ST6B 5SB,11031119009921742,806845995395,2,3,"3 Mills islands, Huntberg",ST6B 5SB,204,386932306345,2,43,43
-7,,"Studio 88i
Gibbs mission, North Francesberg",HX2R 9WU,65369524653263778,840746026245,2,-9,"Studio 88i
Gibbs mission, North Francesberg",HX2R 9WU,104,142199233193,2,49,49
6,,"14 Stacey ferry, West Leon",CB19 3NF,44305273926476726,850667138252,2,-7,"14 Stacey ferry, West Leon",CB19 3NF,530,262793015876,2,66,66
4,,"Flat 8
Bruce ferry, Lyndafort",SE1 2FZ,18628450169079091,43134964862,2,5,"Flat 8
Bruce ferry, Lyndafort",SE1 2FZ,569,288835472882,2,40,40
1,,"Flat 19Q
Hunter plain, Joyceburgh",N0 6BA,52517868245918547,808317219075,1,-7,"Flat 19Q
Hunter plain, Joyceburgh",N0 6BA,675,178725364545,1,86,86
-3,,"Flat 09F
Sam park, Port Amberhaven",L8 3DU,63062452526616655,615164579968,1,5,"Flat 09F
Sam park, Port Amberhaven",L8 3DU,316,223510135139,1,11,11
1,,"Studio 52R
Dominic estate, Port Carolynstad",SG3A 9YN,55946697865192997,48968687664,2,4,"Studio 52R
Dominic estate, Port Carolynstad",SG3A 9YN,293,696901237834,2,85,85
3,,"Flat 08
Carter path, Port Cameron",BS9N 9TD,78826125011619730,183634313207,2,-9,"Flat 08
Carter path, Port Cameron",BS9N 9TD,602,857720935168,2,11,11
-9,,"Flat 42V
Amanda springs, Gavinmouth",W4 5EN,77842021476018776,631246694821,2,5,"Flat 42V
Amanda springs, Gavinmouth",W4 5EN,188,358308296746,2,21,21
3,,"9 Alice pines, New Matthew",OL6H 0DX,48231741329083913,446713582575,2,3,"9 Alice pines, New Matthew",OL6H 0DX,327,204474654768,2,7,7
-3,,"4 Sharp glen, Georginaborough",L54 5XT,47670336516390195,560616188970,2,-9,"4 Sharp glen, Georginaborough",L54 5XT,906,907870427161,2,8,8
-3,,"42 Daniels turnpike, Lake Julietown",S0G 8RA,15204476770312004,130917985703,1,3,"42 Daniels turnpike, Lake Julietown",S0G 8RA,752,451789556272,1,23,23
-3,,"432 Mandy lights, Harrisonstad",NN7M 9TF,80859511903851188,867303831948,4,1,"432 Mandy lights, Harrisonstad",NN7M 9TF,455,101114522056,4,18,18
5,,"Flat 2
Murray camp, Talbotberg",W4 6PZ,18258092726517330,376576828316,3,2,"Flat 2
Murray camp, Talbotberg",W4 6PZ,182,502895278175,3,62,62
3,,"153 Hudson squares, West Richard",L7T 4UY,14446096165095078,925481548513,1,-9,"153 Hudson squares, West Richard",L7T 4UY,952,227358762166,1,56,56
6,,"Studio 41
Molly drive, East Kevinchester",DT2 4NE,55387814622145998,553110314045,5,4,"Studio 41
Molly drive, East Kevinchester",DT2 4NE,438,104148511770,5,57,57
4,,"280 Maurice bridge, New Philipburgh",BA7W 4RN,18224063603280527,804257312799,2,4,"280 Maurice bridge, New Philipburgh",BA7W 4RN,122,630222510406,2,13,13
6,,"Flat 36
James stravenue, East Seanhaven",E4F 8DH,28773376492323034,267118363694,1,4,"Flat 36
James stravenue, East Seanhaven",E4F 8DH,870,161075081771,1,77,77
-7,,"80 Wayne glens, New Jeremystad",SY0 5DS,26095489891250251,261042930465,4,1,"80 Wayne glens, New Jeremystad",SY0 5DS,699,291650260669,4,74,74
6,,"41 Gillian glens, East Paula",BT0B 3PN,16408064156794546,337489251318,5,5,"41 Gillian glens, East Paula",BT0B 3PN,611,20981346134,5,71,71
3,,"73 Hodgson junction, Port Anthonyside",KA3 0WL,67097874619204007,962532435737,1,-7,"73 Hodgson junction, Port Anthonyside",KA3 0WL,293,476206358260,1,50,50
7,,"Flat 52
Jenna freeway, Iqbalton",WC6R 9QP,64887734683320815,948451563115,2,4,"Flat 52
Jenna freeway, Iqbalton",WC6R 9QP,826,228282244508,2,14,14
-9,,"25 Hamilton flats, Port George",M63 5FF,97400113292676245,812221134748,2,4,"25 Hamilton flats, Port George",M63 5FF,879,174706603193,2,7,7
-7,,"Studio 76B
Clements garden, East Bruceland",G6E 3SX,11848033795128992,214366023740,4,2,"Studio 76B
Clements garden, East Bruceland",G6E 3SX,888,443073241645,4,37,37
-9,,"115 Hill run, Hunterport",BS22 3BW,46276603829590189,480050786122,1,1,"115 Hill run, Hunterport",BS22 3BW,269,696754722675,1,64,64
-7,,"Studio 16B
Matthew river, Grahamside",S0W 6TA,62546819237045173,466119815410,2,4,"Studio 16B
Matthew river, Grahamside",S0W 6TA,623,748442233768,2,35,35
-7,,"84 RobeZts streets, Kaurchester",SA9Y 6GR,95918744016542194,657917357873,3,-9,"84 Roberts streets, Kaurchester",SA9Y 6GR,356,229055393843,3,34,34
3,,"Flat 1
Eric corner, Helenborough",TA0 7EP,44743706635566886,687533675403,2,2,"Flat 1
Eric corner, Helenborough",TA0 7EP,825,119734894016,2,58,58
1,,"Flat 65
James forge, Blaketown",EC5W 5XR,65824297688648909,467747317027,2,3,"Flat 65
James forge, Blaketown",EC5W 5XR,107,800243225096,2,35,35
1,,"Flat 29
Luke lights, Jonesberg",L4S 7TJ,48300572691147599,234428173226,2,3,"Flat 29
Luke lights, Jonesberg",L4S 7TJ,801,642958837134,2,67,67
-7,,"Studio 9
Clark pine, Trevorfurt",KT05 0GR,98409400841897644,250488634370,2,-7,"Studio 9
Clark pine, Trevorfurt",KT05 0GR,836,666248850437,2,30,30
3,,"Flat 34
Gillian brook, Dianaville",M2 1LB,44230618782383787,909534452606,3,-9,"Flat 34
Gillian brook, Dianaville",M2 1LB,338,283569613965,3,76,76
7,,"14 Phillip ports, Port Joelfurt",CF3E 9HF,92367925637499753,194777277046,1,5,"14 Phillip ports, Port Joelfurt",CF3E 9HF,699,476773056013,1,53,53
-3,,"665 Terence common, Lake Mollyland",HD58 1TE,22969084649735660,107846150169,3,2,"665 Terence common, Lake Mollyland",HD58 1TE,703,373873359154,3,64,64
7,,"Studio 67
Shaun alley, New Siantown",LS3 1WG,15986532773475333,33083519418,2,2,"Studio 67
Shaun alley, New Siantown",LS3 1WG,182,854372044515,2,70,70
1,,"Flat 7
Wilson club, Alisontown",N0C 7QE,53454427793354409,316134861199,2,3,"Flat 7
Wilson club, Alisontown",N0C 7QE,741,793024205601,2,12,12
4,,"45 Jane brooks, Dawsonton",E6 4AQ,45036218613195197,932615302722,1,5,"45 Jane brooks, Dawsonton",E6 4AQ,177,255542219501,1,20,20
4,,"Flat 79
Collins inlet, Victoriachester",SY6 eYF,11762207690057169,747968750573,2,3,"Flat 79
Collins inlet, Victoriachester",SY6 4YF,899,340680508721,2,69,69
1,,"Flat 5
Douglas garden, Glennchester",W6S 7NG,17814585733092133,200772910278,5,4,"Flat 5
Douglas garden, Glennchester",W6S 7NG,525,678821899234,5,68,68
-7,,"Studio 49
White wells, Stanleymouth",FK4 8ED,56979140669624218,20723444161,1,-7,"Studio 49
White wells, Stanleymouth",FK4 8ED,523,706127453438,1,41,41
-7,,"Flat 8
Marshall fall, Goddardhaven",SY01 5AY,90070848334277752,667347590113,1,4,"Flat 8
Marshall fall, Goddardhaven",SY01 5AY,498,860435050480,1,41,41
5,,"83 Price underpass, Clarkport",SS3 1PJ,94810936454341114,232542901243,3,-7,"83 Price underpass, Clarkport",SS3 1PJ,762,624750578791,3,61,61
-3,,"Studio 0
Williams walks, Victorport",E75 3YS,51893791292131771,937581072177,1,1,"Studio 0
Williams walks, Victorport",E75 3YS,588,693247695463,1,58,58
3,,"Studio 22N
Holly spurs, East Josh",G1 0UF,77284712035799465,127785324595,5,5,"Studio 22N
Holly spurs, East Josh",G1 0UF,764,853498211596,5,12,12
-7,,"56 Katie mountain, South Trevorton",LAOA 0NG,43867877401997618,629855665916,2,-7,"56 Katie mountain, South Trevorton",LA9A 0NG,614,672044353235,2,72,72
7,,"Studio 92U
Dean estates, East Edwardview",NE6Y 1NX,59205719246440251,905393331149,1,2,"Studio 92U
Dean estates, East Edwardview",NE6Y 1NX,185,842281724950,1,7,7
7,,"Studio 98
Whittaker tunnel, Marshfort",CT4B 9ZE,54322110087836507,180420303462,2,-9,"Studio 98
Whittaker tunnel, Marshfort",CT4B 9ZE,410,789566027446,2,77,77
2,,"780 Evans lakes, Brandonshire",JE1 9YL,24796018914042788,225079591572,1,3,"780 Evans lakes, Brandonshire",JE1 9YL,449,183304682231,1,48,48
6,,"Studio 63e
Jacob track, Shawburgh",NuK 8LD,54426894222668403,269485762798,5,3,"Studio 63e
Jacob track, Shawburgh",N8K 8LD,946,639478010641,5,59,59
-7,,"Flat 20
Byrne coves, Elizabethland",NG0 1NS,78977130089633716,575600346536,4,5,"Flat 20
Byrne coves, Elizabethland",NG0 1NS,971,956256891808,4,98,98
-7,,-9,S38 9GP,49073826657829553,71510481477,1,1,"9 Davies parkway, Wendytown",S38 9GP,651,184213922271,1,31,31
5,,"1 Shepherd stream, Geraldmouth",EN8Y 4LP,59200498490686924,172483981724,2,1,"1 Shepherd stream, Geraldmouth",EN8Y 4LP,386,810995268610,2,17,17
2,,"07 Holmes springs, Lake Joanne",S96 0HY,88479327052538374,490628551010,1,5,"07 Holmes springs, Lake Joanne",S96 0HY,774,826320559761,1,83,83
-7,,"Flat 9
Leonard crest, East Thomas",SL32 7QU,82652587230691450,954573280420,1,1,"Flat 9
Leonard crest, East Thomas",E3K 7UG,248,90756169551,1,53,53
6,,"92 Holmes islands, Mandyfort",TR56 1WH,27884844656032962,18294802557,1,2,"92 Holmes islands, Mandyfort",TR56 1WH,721,556764329948,1,81,81
2,,"303 Anne way, Ellismouth",E6 4BU,15991673058889327,323054679115,2,-7,"303 Anne way, Ellismouth",E6 4BU,231,341095005406,2,71,71
-3,,"92 Kennedy shoal, Aaronfort",B3K 3ZT,17213047946808679,348106850676,2,1,"92 Kennedy shoal, Aaronfort",B3K 3ZT,237,628800132854,2,61,61
4,,"Studio 3
Anne radial, Tomlinsonton",NG04 5SA,49875505170148358,205578104637,2,1,"Studio 3
Anne radial, Tomlinsonton",NG04 5SA,994,222934757149,2,22,22
4,,"54 MartiR plain, Flemingmouth",DT6N 0QE,52876383633205392,747025411545,2,5,"54 Martin plain, Flemingmouth",DT6N 0QE,842,704958115874,2,14,14
5,,"Studio 01
Richards pike, West Maurice",-9,60511307427120474,827742719528,2,4,"Studio 01
Richards pike, West Maurice",CW96 6PB,852,604311826704,2,2,2
2,,"218 James grove, Lake Justintown",B5U 0XQ,78630298200217177,240992619796,1,5,"218 James grove, Lake Justintown",B5U 0XQ,776,921281702119,1,57,57
-7,,"Flat 39Q
Joshua point, South Allanfort",UB7 8DY,75954701978921912,311445864344,2,-9,"Flat 39Q
Joshua point, South Allanfort",UB7 8DY,192,188224864459,2,28,28
5,,"Flat 67i
Clark branch, West Maxmouth",TQ6 0FS,61685596652268717,768309556349,2,-7,"Flat 67i
Clark branch, West Maxmouth",TQ6 0FS,553,268779633195,2,97,97
6,,"2 Joan fall, Gerardview",TA8 9LL,22271201535778881,49253240418,2,-7,"2 Joan fall, Gerardview",TA8 9LL,425,723019887026,2,16,16
-3,,"Fltt 39a
Elliot avenue, North Rachaelhaven",SO05 4RP,43647332786755955,850789480960,2,-7,"Flat 39a
Elliot avenue, North Rachaelhaven",SO05 4RP,112,796957429033,2,55,55
2,,"Flat 8
Gerald vista, Mathewmouth",DA6R 3QW,57715438036562357,385821547045,2,2,"Flat 8
Gerald vista, Mathewmouth",DA6R 3QW,502,626261687999,2,59,59
1,,"591 Nicole plaza, South Michelle",W61 5RW,97709943844508261,748798527661,4,4,"591 Nicole plaza, South Michelle",W61 5RW,970,428907379135,4,8,8
7,,"7 Vincent stream, Hunterberg",M17 7JS,22299391137614762,802998243836,2,4,"7 Vincent stream, Hunterberg",M17 7JS,743,980043171599,2,43,43
1,,"852 Greenwood center, North Christine",E29 9BS,98971888628860932,102116587531,2,2,"852 Greenwood center, North Christine",E29 9BS,583,189270267205,2,36,36
6,,"Flat 6
Campbell alley, Francestown",BH6 4QD,14174941348702903,835806165672,2,1,"Flat 6
Campbell alley, Francestown",BH6 4QD,191,937092455662,2,60,60
4,,"Studio 06x
Leah tunnel, New Alexborough",G4J 9XT,63809796587524012,360079590862,1,2,"Studio 06x
Leah tunnel, New Alexborough",G4J 9XT,256,898839440718,1,20,20
5,,"72 Gray brook, Forstermouth",E2 2JF,41081888929171724,706414635215,1,-9,"72 Gray brook, Forstermouth",E2 2JF,629,788069615529,1,88,88
-9,,"Studio 09
Connor branch, New Aliceport",E57 1XJ,52958452407853880,135899927471,2,5,"Studio 09
Connor branch, New Aliceport",E57 1XJ,193,465957337904,2,38,38
4,,"Flat 46
Kayleigh cliff, East Melissa",CO9H 9AH,86632347123094184,364588548045,5,5,"Flat 46
Kayleigh cliff, East Melissa",CO9H 9AH,819,746205630869,5,36,36
-7,,"Flat 58R
Newton views, South Carol",L4T 4DD,40211911527350783,872878885148,2,2,"Flat 58R
Newton views, South Carol",L4T 4DD,503,957533073291,2,4,4
-7,,"Studio 4
Richards loaf, Cliffordfort",W9E 7LR,87082017215977401,926725072580,2,-7,"Studio 4
Richards loaf, Cliffordfort",W9E 7LR,794,838320567281,2,82,82
-7,,"08 Harriet prairie, Anntown",G40 7SQ,48266459975252231,217251527637,2,1,"08 Harriet prairie, Anntown",G40 7SQ,357,944081340703,2,81,81
7,,"Studio 7
Jacob gateway, Lake Lewis",S79 1DF,25491225571439508,507860297387,2,-7,"Studio 7
Jacob gateway, Lake Lewis",S79 1DF,126,343189033024,2,85,85
-3,,"953 Barry freeway, Garrymouth",G9K 5DH,87474217336027600,205758013326,2,3,"953 Barry freeway, Garrymouth",G9K 5DH,196,334475614741,2,61,61
3,,-9,M3C 8GR,86481530412269070,339634187803,3,4,"8 Elaine vista, Christineberg",M3C 8GR,289,149064934347,3,26,26
2,,"Flat 08u
Eleanor mountain, Neilmouth",S8C 1AS,69336100085864675,710175243931,1,3,"Flat 08u
Eleanor mountain, Neilmouth",S8C 1AS,786,996496868833,1,3,3
6,,"034 Morris estates, West Damian",L2B 6HN,50264970388663214,757106178832,4,2,"034 Morris estates, West Damian",L2B 6HN,457,119489831621,4,58,58
4,,"968 Ashton ranch, Stevensonhaven",LL9 8ES,58063207549617013,731399319767,2,5,"968 Ashton ranch, Stevensonhaven",LL9 8ES,775,126881581722,2,68,68
-9,,"0 Watson park, Colinport",LN9 6XR,81162059232703193,101577943095,1,-7,"0 Watson park, Colinport",LN9 6XR,997,101571632784,1,94,94
5,,"6 Marie park, Deborahside",E3J 5HX,85347254719584651,739882332228,2,-9,"6 Marie park, Deborahside",E3J 5HX,992,679478056561,2,43,43
4,,"71 Quinn mills, Lorrainefurt",MRC 6LA,32545943254185161,450896399127,2,2,"71 Quinn mills, Lorrainefurt",M0C 6LA,420,266914490105,2,96,96
3,,-9,S7F 4DE,79990205935188952,46634097970,4,4,"603 Jordan park, Normanmouth",S7F 4DE,530,463574737000,4,65,65
6,,"Studio 52
Diana spurs, Wendyfort",SG9E 4FJ,82149556999835482,592683813704,2,-9,"Studio 52
Diana spurs, Wendyfort",SG9E 4FJ,712,667643182541,2,78,78
7,,"85 Barlow islands, East Zoeport",BR0 4PY,91929086793462831,135467097630,2,4,"85 Barlow islands, East Zoeport",BR0 4PY,176,58181166065,2,8,8
-3,,"Flat 3
Sinclair fords, Martinport",JE64 0NU,29621273388772598,260584975867,4,-7,"Flat 3
Sinclair fords, Martinport",JE64 0NU,542,174569695804,4,27,27
7,,"8 Wood divide, Warrenton",DN4H 8LR,22853593572076017,945319281479,2,1,"8 Wood divide, Warrenton",DN4H 8LR,382,824705075349,2,80,80
7,,"61 Roberts alley, Baileyborough",WA7A 7XN,71028119259375745,852420450907,1,-9,"61 Roberts alley, Baileyborough",WA7A 7XN,405,721857257443,1,60,60
-7,,"Studio 43
Megan crossing, North Ritastad",WS9N 7FX,94316062284223520,186036973646,1,2,"Studio 43
Megan crossing, North Ritastad",WS9N 7FX,372,82133607616,1,19,19
3,,"6 Dean hollow, New Emma",M9 3YX,79037623604181259,839069063815,1,2,"6 Dean hollow, New Emma",M9 3YX,134,229287446841,1,96,96
2,,"05 Brown common, Turnerbury",IM5V 8NU,24637145846209041,933582991312,5,-7,"05 Brown common, Turnerbury",IM5V 8NU,418,480396264162,5,63,63
6,,"Studio 98R
Joshua loaf, North Duncan",KT1E 3WZ,38740607211279498,611563895248,2,2,"Studio 98R
Joshua loaf, North Duncan",KT1E 3WZ,503,589052802923,2,37,37
6,,"Studio 62E
Clarke underpass, Nicolabury",M32 0GF,11932242934344030,469941481393,3,5,"Studio 62E
Clarke underpass, Nicolabury",M32 0GF,486,787193544692,3,7,7
-3,,"469 Lewis springs, Kieranfort",SR37 1BT,31805431424105973,44757355440,1,4,"469 Lewis springs, Kieranfort",SR37 1BT,467,991977276005,1,29,29
-3,,"5 Jemma fords, Amandahaven",M2F 4YJ,60733885636530968,838367261717,1,-7,"5 Jemma fords, Amandahaven",M2F 4YJ,859,365923706779,1,96,96
6,,"Flat 24H
Robinson rue, Johnsonchester",N7T 1QP,82642337460814855,569980012694,3,5,"Flat 24H
Robinson rue, Johnsonchester",N7T 1QP,345,894088119629,3,33,33
-9,,"Flat 34
Powell loop, North Angela",WF5X 1AF,61102952837147058,574832432191,4,-7,"Flat 34
Powell loop, North Angela",WF5X 1AF,809,317563519777,4,46,46
5,,"409 Clive spur, Johnsonmouth",ME8 1UN,71085698119408001,341611412300,4,-9,"409 Clive spur, Johnsonmouth",ME8 1UN,765,278075684249,4,72,72
2,,"Studio 4
Shane square, South Anna",W2E 9XR,73313195098544213,554413156617,1,4,"Studio 4
Shane square, South Anna",W2E 9XR,829,858477369193,1,90,90
-9,,"6 Hayley track, Port Dominicmouth",N5 2LG,78496080210300228,95115464818,2,3,"6 Hayley track, Port Dominicmouth",N5 2LG,118,470890218692,2,39,39
6,,"980 Connor flats, Fletcherfurt",N59 7PW,20932182363517820,725630544009,2,5,"980 Connor flats, Fletcherfurt",N59 7PW,498,200534335725,2,33,33
-9,,"7 White route, Glenville",SA34 7HL,26811852487689512,991671341076,2,1,"7 White route, Glenville",SA34 7HL,232,912754034628,2,4,4
1,,"Flat 35W
Joan burg, East Donaldbury",S67 5QG,22874023352015232,714138985379,2,4,"Flat 35W
Joan burg, East Donaldbury",S67 5QG,816,729369366580,2,79,79
6,,"Studio 65
Newton ridge, New Brianbury",SY80 9QG,30499105821149750,941637133505,4,-9,"Studio 65
Newton ridge, New Brianbury",SY80 9QG,914,419800480650,4,78,78
7,,"Studio 6
Simon crest, Harrisberg",G4 4DF,88972623257584686,474428136707,2,2,"Studio 6
Simon crest, Harrisberg",G4 4DF,158,985806801962,2,30,30
-3,,"9 Stephenson manors, North Lauren",B0 7WZ,94027278454727285,473060698539,2,-9,"9 Stephenson manors, North Lauren",B0 7WZ,759,763871043250,2,69,69
2,,"Flat 4
Waters isle, North Stuartmouth",W07 6HL,79257233166594868,753945055518,1,-9,"Flat 4
Waters isle, North Stuartmouth",W07 6HL,261,188812372128,1,53,53
1,,"22 Fletcher shores, North Geoffreyland",B40 4GJ,18076052040946273,495738971913,2,5,"22 Fletcher shores, North Geoffreyland",B40 4GJ,552,142803476389,2,80,80
7,,"Flat 4
Wilson knoll, West Declan",WV7V 7YA,12548071006708652,509476740734,2,-7,"Flat 4
Wilson knoll, West Declan",WV7V 7YA,747,924154775388,2,44,44
5,,"Flat 32o
Amanda burg, Stevensshire",-9,30766409773958696,587008225827,4,-7,"Flat 32o
Amanda burg, Stevensshire",B2 4RE,407,985069691219,4,34,34
5,,"024 Ellie ports, North Gerald",B39 2YG,85584990658541829,433208137260,4,2,"024 Ellie ports, North Gerald",B39 2YG,322,421818634104,4,72,72
6,,"786 iebecca streets, Rickyside",SL85 WEQ,21121696873589718,702888265492,1,5,"786 Rebecca streets, Rickyside",SL85 3EQ,517,271349290597,1,74,74
6,,"Flat 94
Hamilton stravenue, West Georgeton",SW84 6AD,85506724001600239,338839337726,4,5,"Flat 94
Hamilton stravenue, West Georgeton",SW84 6AD,160,204535346496,4,63,63
6,,"946 Miller greens, Amberfort",G78 5GD,37331347651155800,915823952567,1,3,"946 Miller greens, Amberfort",G78 5GD,526,888836990007,1,98,98
-3,,"55 Taylor points, Chapmanburgh",G1F 9FN,83755576791967928,77514633015,1,-9,"55 Taylor points, Chapmanburgh",G1F 9FN,390,274046687899,1,68,68
5,,"Flat 91Y
Watkins springs, Spencerview",N1 0LJ,67501641924861839,742806848302,5,3,"Flat 91Y
Watkins springs, Spencerview",N1 0LJ,936,827433612437,5,59,59
1,,"Studio 89N
Sylvia mill, New Barry",N5 0AN,42551824514607198,312291188672,2,4,"Studio 89N
Sylvia mill, New Barry",G07 7EL,119,498225848118,2,62,62
5,,"373 Elizabeth shores, Port Daniel",SL5 1EF,63855299181493936,422012008236,2,5,"373 Elizabeth shores, Port Daniel",SL5 1EF,135,731699480071,2,81,81
2,,"Studio 20
Harrison ports, Port Katherineside",S3W 9GF,15432085014364206,21550396963,1,-7,"Studio 20
Harrison ports, Port Katherineside",S3W 9GF,384,581806408140,1,18,18
1,,"Studio 44V
Brett land, Samville",DD4X 6JQ,24275514907261586,11042517477,2,2,"Studio 44V
Brett land, Samville",DD4X 6JQ,838,293616317209,2,84,84
2,,"188 Dominic haven, Roseburgh",B29 5YX,90949035505012074,327530762168,2,3,"188 Dominic haven, Roseburgh",B29 5YX,980,85732949120,2,92,92
-7,,61 Lynch loopS Melaniebury,LA00 8ET,73620656105305793,303710534471,1,5,"61 Lynch loop, Melaniebury",LA00 8ET,853,469598648054,1,36,36
-3,,"51 Atkinson garden, Kimchester",CF3P 6NS,85600025109222194,790032607283,2,-9,"51 Atkinson garden, Kimchester",CF3P 6NS,521,808491038186,2,9,9
-7,,"42 Clark crossing, Harveymouth",S6 6PR,63100161854541048,945361198718,2,1,"42 Clark crossing, Harveymouth",S6 6PR,812,201135791902,2,76,76
3,,"8 Carol grove, Harrisonville",KY4X 5ZQ,39499150576079692,735340835697,2,-7,"8 Carol grove, Harrisonville",KY4X 5ZQ,774,163299683509,2,94,94
-9,,"56 Michael cliff, Port Liamside",N88 5DJ,12216307171017688,274343437450,2,-9,"56 Michael cliff, Port Liamside",N88 5DJ,216,928717168961,2,47,47
6,,"Studio 06
Andrea lodge, New Richardfort",-9,64540241502082424,352908823641,1,2,"Studio 06
Andrea lodge, New Richardfort",WD1 3SH,342,195845943806,1,89,89
