Household_ID,QID,Accommodation_Type,Resident_Count,Ownership_Type,From_Dummy,Any_Relationships,Census_Address,Census_Address_Postcode,Census_Address_UPRN,Census_Address_Output_Area,Census_Address_Country,Census_Address_Indicator,Resident_Count_Verify,Census_Address_Count,Census_Address_Count_Verify,Census_Address_Accommodation_Type,Census_Address_Ownership_Type
h24546142461513749,q4837395148615915,6,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h76773716794775567,q7401744352303627,-3,1,-9,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h97419511427934718,q6657607739460616,-7,1,4,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h91075183502797453,q4091115556256161,5,1,2,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h28592757890656546,q5477042545371559,-9,1,-9,0,,"Flat 61R
Hyde divide
South Marymouth",M4K 6UX,560448126943,E00142043,796,148459800744,1,9,9,6,2
h12038397453086352,q2290840601853750,1,1,4,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h91668675317624982,q2452259413101022,2,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h88159538350373137,q9511593869348019,2,2,5,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h83528333175450609,q7995905649081089,-3,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h81521408718837554,q9441865529867125,7,2,3,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h80371045054322223,q4489194215887974,5,1,2,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h15864861323726817,q1533353730742980,5,1,2,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h33153492216802211,q8548076590212121,4,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h38046080180115134,q3165268385030469,2,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h61619688487469209,q9164262707253598,2,1,4,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h46535766178369244,q8489715865054660,2,1,2,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h17225268485603188,q5086810241328631,-9,1,3,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h98515643481062685,q3033978813232675,2,2,5,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h75589416885699079,q7719904171971703,-9,2,-9,0,,"16 Morris prairie
South Denniston",E88 3NA,818959835961,E00164565,447,595617853860,2,58,58,7,1
h45351973852724418,q3066260554126891,4,1,5,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h29075079277686230,q2961692944019166,7,3,-7,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h66781319829435589,q9409766260974802,-3,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h66175585295514210,q4310673749072728,2,2,3,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h30243907284762642,q5281349988785008,-3,2,3,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h50090143798705747,q1361500241852064,7,4,-9,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h11089365931508930,q1252822883912030,7,1,2,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h69969590964582130,q9853107379219636,2,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h54267390156405919,q2452037778729834,1,1,4,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h47454908371885659,q1321374010950744,4,2,3,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h38063470867778320,q6802596106406443,5,5,3,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h59393664642956423,q1134999382673617,-9,1,4,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h50318489679009754,q2319265405579692,7,1,2,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h39600319935189158,q1422500058953945,2,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h66159563937768645,q1844686391554201,1,1,-7,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h13528219481503353,q8194230613634108,1,5,5,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h37641450657270782,q3035738943698830,-9,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h27352111574357616,q2743256063430077,-9,2,4,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h33822109371013639,q9526650570237043,4,1,3,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h71403728380290519,q4149048709709037,5,1,-7,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h74664407888816208,q7656432090415770,-9,5,3,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h78434359515731097,q5748745873285510,5,1,1,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h98917414513909089,q7034833830471160,4,1,5,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h30700877612910417,q9288389125676081,-3,4,2,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h52416157232680486,q6972822915734695,4,4,1,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h76037643376915039,q8770189718632535,-3,5,4,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h67373629791952118,q5981346860163410,3,3,2,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h43951562831801722,q1636242792335379,-9,3,-9,0,,"Studio 7
Harris tunnel
Port Bernardbury",DN3 3QS,640676735105,E00165428,497,944474962963,3,62,62,2,4
h18782080427397154,q3519223259700656,6,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h43310428476753411,q7824943653211319,-7,5,2,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h78240662687967027,q5172670044776272,3,2,3,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h85753020618136277,q1402502107609839,7,4,3,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h66240332453234493,q8746330953684069,6,2,2,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h79654640819946838,q4272012975921400,6,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h80390559209052283,q2752882583704192,-9,1,3,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h43589219676225640,q7430126534139540,1,1,3,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h65006937274350413,q3853562765689095,1,1,2,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h41899652638183930,q6101379146359153,-7,5,3,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h76235092787228146,q3168005153214372,-7,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h28930488364019445,q5307579302268570,5,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h37237042422297181,q1360472869590732,5,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h12799408499046814,q3269845761270483,-9,1,-9,0,,"9 Ross wells
New Alanstad",B9 8RY,958349025183,E00120176,333,159299712488,1,5,5,-7,-7
h37033226771486946,q8399819560097679,7,1,-9,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h65250086321125637,q2863035527260132,4,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h52967403705364586,q3825345388468416,2,2,4,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h12399195128807736,q6963102590989998,1,1,3,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h73660384380701754,q4000655268154171,6,1,4,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h82746924391049461,q8327347629835748,2,5,-9,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h96036533382609678,q2347530709658034,7,2,2,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h22692027515697831,q1721616892821154,-9,1,2,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h26114212136579245,q3227160091977030,-7,2,2,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h73649418258308660,q4914049692097503,3,2,2,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h97074480680050421,q1911697456966146,1,5,2,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h75164349919813641,q9555325670746947,3,1,5,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h83130388188118305,q9131632005897803,3,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h58979117094984195,q7064842532116919,6,1,-9,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h66104077011107923,q5138413228021608,-9,2,3,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h46115780492757126,q2072724074438318,2,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h36573528911389346,q8280586132592395,5,3,3,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h62807654510073000,q8871007381550671,-3,1,-7,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h44116921999825734,q1489884686419679,-7,1,2,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h84806820188680055,q1496560774802847,-3,4,5,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h26201287209502718,q1920777439707037,-3,1,1,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h64936200683689272,q4005133550761628,1,4,4,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h33047403199422750,q1047794739867878,1,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h67871387397567551,q5415687524826076,2,1,5,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h22620747126112021,q1600594007739643,-9,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h12016375730091354,q1467725081154807,-7,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h71956525751752790,q6275946103388861,-7,2,5,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h72430660365781355,q7095069104418637,1,5,-9,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h62084078212396299,q8167398962326117,-3,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h32453768204445286,q4640292669355460,-3,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h20722381493680793,q2296453556032254,2,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h91684397471550696,q1272921775742213,4,4,3,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h91248056202527809,q6658950665693150,-9,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h69801282288665542,q6218701670726877,1,2,2,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h72893723902511397,q1662090733883589,-9,2,5,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h32391751746169002,q6886919490376668,6,5,-9,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h75417413410607908,q6087081309470966,7,1,2,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h34588758476922379,q4342097496226620,7,4,4,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h22770713743753523,q1034343580837719,2,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h46348997528266129,q3019303295750509,3,1,2,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h23055445489593223,q3811660059334659,-3,5,5,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h66628767618582584,q5654164844303502,-9,4,-9,0,,"36 Caroline islands
West Nicolaville",W0 2LW,676736244989,E00135418,660,842369562073,4,11,11,3,4
h12083590007744972,q5415334855766833,-9,3,4,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h81592038284162549,q2106469178269646,3,1,3,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h78452465306805798,q3341589243597415,6,2,2,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h47595160546624683,q7008147487026051,-3,1,1,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h60265117991754717,q5612110958549535,3,1,5,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h65520559508283142,q8266259211979913,7,3,-7,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h82883494958882326,q3285354333530650,7,1,2,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h13003977050886591,q1010368996691564,6,3,4,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h31815413312388377,q4622321842140984,-9,4,1,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h72557835085892014,q2044298841034634,-3,5,-7,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h57298046062796395,q3793783708124352,2,1,3,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h19751655535595868,q5498275475018646,3,2,5,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h94441014662022183,q5190254168483896,5,2,4,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h59719322584692000,q4107741924903271,3,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h20454459153217316,q7141486157186910,-3,1,2,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h49557094094647355,q5905897846299533,1,1,4,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h52099362835432561,q2005223003372600,4,3,1,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h36567764478778541,q9725975140654652,4,4,4,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h47252067141573653,q7323385704898213,2,1,5,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h17655451873091505,q2802886711917159,-7,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h48182656988791996,q8196368407163996,4,2,2,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h18741689417971560,q7203489616618580,4,1,1,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h83517387745079812,q2304061806937026,-3,1,-7,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h19468540681086139,q1744997719355105,3,2,4,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h83775404259515909,q2007183042691187,-7,2,5,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h97519068473621145,q7543090589080475,1,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h53182382896791741,q8579349410621211,1,1,3,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h51746044698278446,q7739918078397782,2,4,2,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h19769946029152308,q2739952481836816,6,1,2,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h66556361889252352,q9260525119367355,-9,1,3,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h55529037938217063,q5077096031853005,5,2,4,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h21290517572901907,q5066731800503577,-7,1,2,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h79718650321166681,q8375110175145984,2,3,1,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h94099688630205783,q8530699566012563,-7,2,5,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h31061484768061746,q4976472792735352,5,3,4,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h17147080954112233,q9199157055090148,3,1,2,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h41826873476452302,q2630954592955871,6,1,5,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h21837560340955469,q5221503655363237,2,2,3,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h75051158924438036,q8849878659648893,5,2,2,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h35479687223311201,q9746035590000738,7,2,5,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h51038112430748111,q3451707803569403,5,1,1,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h45803111903199976,q1579441790670175,2,3,1,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h73221364375356913,q5110269739119440,6,2,5,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h73875175239444606,q2451014557405870,-3,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h59970623986668146,q7746327512399176,-7,2,4,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h32558442688980625,q3389306853301356,2,2,2,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h95763678690781293,q3248056691902803,-3,4,2,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h62908370338382035,q2866088739131952,7,3,-9,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h33500481702170628,q6786540289857323,4,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h72388392738160122,q5046917369769108,7,1,5,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h26072874067837455,q8972423302224124,7,2,2,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h78337120168811717,q8438051514711374,2,1,1,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h35612367224364826,q9028341009898642,-9,2,-9,0,,"31 Patrick highway
Williamsstad",CT9N 2RT,304011585863,E00141220,933,649383683313,2,24,24,3,2
h68302154007076484,q3420187785950944,-9,2,-9,0,,"Studio 51k
Liam forge
Smithton",S97 2LE,57917957684,E00164503,243,517470190093,2,26,26,-7,4
h90930255029249907,q7066301849220166,2,2,4,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h85907712611683648,q8549095476906215,-7,4,2,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h99096045538986692,q6620437980539400,3,2,3,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h73170741019871504,q6850798871051525,7,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h33688783682695916,q8769433190292670,-9,2,2,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h82909904493746845,q9186180606084757,2,4,1,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h51012241258252054,q9585910581420874,-7,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h79032183538645912,q9017296626964897,3,2,4,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h64801570557282353,q5941370309038404,-7,1,5,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h54385136811554224,q1118518272040086,6,2,3,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h74942672524861145,q1634324976534918,5,2,5,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h66032661939006826,q6556159156766449,2,1,-9,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h15051121640986820,q6015980336297394,5,1,-9,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h83603755324404674,q8073707965084617,-3,1,-9,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h95063347412703221,q2426788658748114,3,2,5,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h25070800716241564,q5240851576013364,4,1,3,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h83611613400518070,q7121225671588475,5,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h96439251721727034,q4062724677829824,4,1,-7,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h66433720898911719,q7595842341880486,4,3,3,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h94361805004207756,q3623711050551579,5,4,4,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h88601379781324726,q6446268573926731,-9,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h53546675704329412,q4801390515667188,-9,2,-9,0,,"Studio 40S
Katy squares
Gibbonstown",ME1 2AW,630028477780,E00142230,549,265232359323,2,65,65,1,4
h75270043928976792,q6671126551512222,5,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h81803699495731376,q4948138026153878,5,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h58868988139050713,q9545934577636721,3,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h57382793157529555,q9350434133186493,4,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h13796810561275279,q8887572384473154,1,1,4,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h10102169592753041,q1103203697528467,3,1,4,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h50307734077070313,q8037352044124689,5,5,4,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h42989898086630296,q8649846852987079,4,2,3,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h59567080523514143,q9258184562109774,-3,2,5,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h22026714096651206,q8937617574017536,-3,5,1,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h58343029047979857,q2805621532020356,-3,2,5,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h73752147996795975,q8996332211604040,-9,1,-9,0,,"Studio 3
Bruce viaduct
Youngview",EC6 3PG,315162820931,E00037286,761,120001407869,1,74,74,6,5
h18406144165912959,q1693858086942660,7,2,2,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h56805876819628848,q6536782244086041,-9,2,-9,0,,"Flat 64
Griffiths orchard
Port Carolside",L3 0UY,929509856745,E00135712,191,771507290140,2,10,10,7,4
h59033653626815985,q9493196199349663,2,1,5,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h78219032369952133,q7586364476939146,-3,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h27046553164648688,q9398372057076893,6,1,3,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h60099432995085521,q6778635766173169,-9,2,-9,0,,"Studio 72n
King burgs
Lake Karentown",E08 6JJ,838838939156,E00120169,835,426841855532,2,17,17,1,4
h41949578994708533,q4384536787723008,-9,2,-9,0,,"2 Steven turnpike
Ballport",WC1 0ZA,60336913560,E00152651,418,420255908167,2,39,39,5,3
h95214583644291296,q5012334521842449,7,4,-9,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h97757846796023747,q4011897516379862,2,3,5,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h69477544140698982,q6211633038685929,7,1,3,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h63747682761516430,q7833545964033427,-9,2,-9,0,,"Studio 94j
Finch shoal
Webbton",WD1Y 0HD,196430125063,E00153514,867,651199965638,2,52,52,2,5
h40311647439890176,q6707395069923380,-9,1,-7,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h37375380398511642,q6960326995346846,-3,1,1,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h31448610340667807,q8717405038357829,6,2,4,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h10119678997569314,q7798461178476088,1,5,-7,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h11632936518623072,q4525625580919847,-3,2,2,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h83536336060204121,q6614594273726448,3,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h45935818200501801,q6269060245057488,-7,1,-7,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h70275498820115305,q7869705355654767,-3,1,1,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h89415676344635480,q5098204028929488,-9,5,5,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h46610303503288279,q8214708391853213,-9,5,-9,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h78833137568303924,q6453130264007358,3,1,1,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h52129172270382920,q2729868335947454,5,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h11958214177721714,q5096973072654292,4,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h61825822744418740,q7788590373816441,4,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h63887191525279382,q4627135503031548,2,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h83532820955538700,q8009352475649729,4,4,-7,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h88427901828655093,q6916457666382277,6,2,4,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h78474001215832186,q8334677631999815,-3,1,5,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h28484148167503154,q4399513536577989,5,2,2,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h13979555417157143,q8975631384258277,-9,3,3,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h79654613009294632,q7134048485207394,2,1,1,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h69151296393507433,q7937049388021356,-7,2,4,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h21675942774919094,q6061275073421655,-9,1,-9,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h59260547440100651,q4726159165548564,4,5,-9,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h80726707264831509,q5909364048151713,1,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h63316081208535027,q5799863218220107,2,1,2,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h85402957393952416,q5533860666944823,-7,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h17038725696055829,q3061954131006296,-7,5,3,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h66650325089241694,q9307126959661380,-9,2,-9,0,,"Flat 5
Williams dale
South Paul",M2 0BN,254291459052,E00037094,226,809374783465,2,26,26,-9,4
h12474340914947180,q9470519201512074,3,4,1,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h40313001026932494,q1497503197646613,5,2,3,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h22672175562447184,q4295975467738904,-7,2,3,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
